row_id,time_of_day_hr,visibility_m,rain_intensity_mmhr,road_wetness_pct,noise_level_db,ambient_temperature_c,humidity_pct,camera_exposure_score,camera_focus_score,lane_marking_visibility_pct,signal_wait_time_s
EVT_01679,19.01,1206.0,3.02,35.8,70.7,32.9,76.3,28.8,79.6,78.9,51.0
EVT_00626,12.28,1985.7,6.19,30.7,64.3,34.6,66.0,78.2,93.7,,38.0
EVT_01496,6.5,2049.8,0.0,3.6,53.4,31.4,52.8,35.6,93.5,91.8,24.0
EVT_01591,16.47,2034.3,0.0,1.4,55.8,34.2,53.6,67.5,83.1,92.6,3.0
EVT_01654,19.48,611.4,11.25,41.9,58.4,33.8,65.6,20.2,87.2,79.5,0.0
EVT_01904,18.58,1244.2,10.09,64.1,69.6,22.9,72.2,33.9,85.8,93.1,107.0
EVT_00073,9.83,2249.0,0.11,32.7,47.7,28.1,56.4,74.6,74.3,91.8,48.0
EVT_00401,17.55,2544.0,0.0,1.3,67.8,30.1,57.8,26.2,91.2,92.9,38.0
EVT_01331,23.0,1239.5,0.0,2.2,45.0,22.8,69.3,16.3,87.1,80.3,19.0
EVT_01788,12.95,2248.3,1.4,40.2,60.8,25.7,64.5,87.3,82.1,80.9,0.0
EVT_01369,15.93,2334.0,0.0,0.4,58.5,25.2,,61.6,86.6,100.0,28.0
EVT_01491,19.07,740.0,10.77,51.0,71.2,25.9,79.3,24.2,88.8,56.4,31.0
EVT_01224,17.41,,0.0,22.9,55.1,35.6,59.4,59.8,96.2,90.8,49.0
EVT_00523,21.73,1025.0,4.73,46.0,54.4,23.1,75.4,15.4,95.0,92.2,
EVT_00168,1.85,,3.19,29.8,48.2,21.5,71.1,31.9,81.4,87.7,40.0
EVT_00439,2.48,1037.1,0.0,0.5,53.1,19.1,57.0,4.1,88.0,78.9,71.0
EVT_01685,3.73,958.0,1.63,29.6,50.0,23.9,61.7,28.6,90.8,78.2,17.0
EVT_01236,3.62,719.9,0.0,6.4,63.3,22.1,75.7,18.3,86.2,81.4,58.0
EVT_01385,14.09,2078.8,7.4,37.1,51.1,33.0,75.8,86.2,78.4,86.1,12.0
EVT_00096,3.6,854.5,0.0,12.5,51.3,22.4,67.4,21.6,84.7,93.9,12.0
EVT_01156,11.5,2716.5,0.0,2.1,62.5,26.6,67.7,80.0,77.1,90.2,34.0
EVT_01583,23.17,894.5,0.0,16.1,51.1,20.8,74.3,25.4,85.5,89.2,82.0
EVT_01772,19.02,1052.8,0.0,5.2,59.6,25.8,54.1,17.8,81.7,71.2,27.0
EVT_01193,8.47,2118.3,0.68,24.6,62.8,29.0,74.3,87.7,82.2,91.0,17.0
EVT_01969,21.26,681.5,5.95,60.5,62.2,29.5,72.4,42.0,86.4,86.4,43.0
EVT_01294,11.49,1314.1,13.35,69.7,56.8,36.3,85.4,76.0,92.4,71.3,10.0
EVT_01535,23.22,1363.0,0.0,1.2,56.7,23.1,63.7,22.8,93.5,100.0,4.0
EVT_00530,23.55,982.7,0.0,3.6,,20.0,55.9,14.3,83.6,100.0,16.0
EVT_01477,14.42,2595.8,0.0,13.5,53.3,32.5,57.7,82.1,88.5,84.3,33.0
EVT_01924,6.93,1745.2,0.21,15.5,63.3,21.2,70.6,49.4,87.3,78.8,22.0
EVT_00121,20.07,1063.9,0.0,7.8,53.3,27.6,,18.7,93.9,72.4,50.0
EVT_00380,19.72,,2.09,38.2,46.9,25.7,65.6,14.1,94.5,75.3,28.0
EVT_01885,19.67,554.0,0.18,46.6,59.3,30.4,80.7,22.2,94.3,73.0,30.0
EVT_01012,15.3,2129.7,0.0,1.4,,26.8,67.0,64.5,95.7,89.5,22.0
EVT_01756,10.9,2347.0,0.0,26.0,52.9,25.6,68.7,80.4,72.2,97.5,44.0
EVT_01720,1.29,1383.4,0.21,32.9,63.6,17.1,70.0,23.1,78.0,73.3,34.0
EVT_01342,15.01,2334.0,0.0,0.2,65.3,32.9,64.5,69.2,93.6,90.0,29.0
EVT_00990,13.93,1901.8,0.0,0.6,63.0,32.0,44.5,100.0,87.6,79.2,11.0
EVT_00835,12.32,2330.8,0.0,10.4,52.9,32.2,60.9,63.0,78.1,85.4,4.0
EVT_00271,7.39,2032.3,0.0,5.0,55.6,22.8,57.5,64.3,86.1,92.9,69.0
EVT_00896,21.9,1266.9,0.37,26.8,50.4,27.4,60.2,31.7,85.9,78.7,11.0
EVT_01982,10.79,2005.9,0.0,2.6,53.1,29.7,62.1,86.5,82.3,98.6,9.0
EVT_01976,9.88,1480.1,11.73,66.0,59.9,27.7,,53.1,75.5,80.9,61.0
EVT_00672,18.75,1655.1,4.4,43.8,59.9,27.1,73.9,22.4,84.9,78.1,14.0
EVT_01586,13.72,1707.6,0.0,2.8,62.5,32.8,63.6,84.5,82.9,87.6,32.0
EVT_00066,8.08,2026.1,0.0,17.6,45.0,20.0,63.2,41.3,89.1,84.8,74.0
EVT_00392,19.61,1085.5,0.0,0.2,58.2,29.9,66.0,13.9,97.5,98.5,94.0
EVT_00453,9.49,2040.5,2.08,33.8,55.5,19.4,70.9,65.2,79.0,77.6,23.0
EVT_01964,2.17,1035.1,3.47,37.4,56.4,26.0,68.7,31.3,76.5,83.4,19.0
EVT_01038,23.58,1506.4,0.0,,49.0,17.4,71.8,6.3,82.2,72.4,0.0
EVT_00941,11.3,2496.2,0.0,2.3,48.4,24.1,65.6,79.7,97.1,88.0,1.0
EVT_00738,21.86,612.8,0.0,0.4,44.4,26.2,68.7,17.0,73.4,91.0,31.0
EVT_00971,15.58,2264.8,0.0,21.6,48.8,32.4,67.7,76.1,90.0,96.3,49.0
EVT_D0011,7.58,2231.4,0.0,8.0,51.1,23.1,72.5,62.3,81.0,84.4,23.0
EVT_01170,23.65,1061.1,0.0,1.8,55.0,24.1,63.3,21.4,83.3,76.7,19.0
EVT_01760,19.74,603.6,12.61,46.9,62.8,23.4,79.0,38.9,78.6,,0.0
EVT_00470,19.52,1050.7,0.0,10.5,65.2,26.5,58.4,,73.4,73.5,38.0
EVT_01855,5.44,1125.7,0.0,7.4,56.0,23.0,64.4,3.5,80.7,61.9,32.0
EVT_00982,1.88,720.4,0.0,3.9,49.0,21.9,51.3,19.1,98.3,77.6,8.0
EVT_00501,3.15,1148.4,3.73,34.2,53.6,20.3,69.8,17.3,88.7,89.3,21.0
EVT_00360,12.21,2553.2,0.0,13.8,59.9,30.3,72.1,73.0,70.6,97.5,2.0
EVT_01037,23.0,568.2,,6.6,48.3,21.3,64.0,34.4,78.5,74.9,17.0
EVT_00290,4.85,1228.6,4.09,37.1,53.7,17.2,68.0,27.9,81.3,50.3,16.0
EVT_01475,11.9,1983.1,3.98,39.1,51.1,34.5,62.7,100.0,86.0,77.1,25.0
EVT_00632,19.29,611.1,0.0,4.0,57.0,,62.9,41.0,91.0,82.5,25.0
EVT_01410,19.98,1251.5,0.0,7.5,57.6,26.9,61.8,18.7,74.4,73.5,14.0
EVT_01304,14.22,2845.9,0.0,11.2,,32.2,59.9,64.7,91.5,82.2,17.0
EVT_01049,21.68,1367.8,0.0,1.3,55.2,34.3,58.4,30.2,97.8,100.0,25.0
EVT_00028,9.34,1873.4,0.0,1.0,62.5,22.6,,73.2,86.4,97.1,99.0
EVT_00719,13.62,2430.2,0.0,20.4,61.4,34.5,61.7,100.0,86.9,94.3,10.0
EVT_00777,15.57,2799.8,0.0,12.9,48.6,25.1,58.3,63.6,83.3,86.8,0.0
EVT_01773,17.29,2340.1,0.0,23.9,47.3,32.5,57.6,43.9,98.7,84.6,46.0
EVT_00559,7.09,1562.6,0.0,23.7,55.0,23.9,64.9,41.6,79.6,90.9,90.0
EVT_00750,13.47,1767.8,12.69,61.3,65.3,34.4,83.1,93.1,100.0,78.7,29.0
EVT_00864,20.55,914.0,4.75,43.8,53.4,25.9,79.7,23.4,93.3,86.7,63.0
EVT_00317,19.29,1255.4,0.0,2.4,,29.2,58.1,30.4,96.2,75.8,86.0
EVT_D0001,23.31,1228.8,0.0,12.1,47.6,23.6,64.4,33.0,82.6,80.3,24.0
EVT_01466,9.53,2250.4,0.0,9.4,61.2,29.9,61.5,58.2,75.5,87.6,68.0
EVT_01113,19.54,661.8,0.0,9.0,48.5,28.2,51.2,37.3,96.2,75.9,33.0
EVT_00594,23.14,893.4,5.9,52.5,63.5,21.2,89.1,27.8,83.5,53.8,0.0
EVT_01077,10.92,2199.0,0.46,31.2,52.3,26.6,78.0,95.8,93.2,98.3,18.0
EVT_00981,7.71,2322.3,0.0,,55.8,31.5,53.9,55.3,82.6,68.1,42.0
EVT_01548,23.9,675.1,3.52,60.0,45.4,17.3,86.0,8.8,90.1,67.8,11.0
EVT_01487,9.47,1520.5,,31.3,71.0,21.0,82.3,74.7,86.9,81.1,14.0
EVT_01974,16.85,1528.5,0.0,6.3,43.2,36.6,67.7,63.5,86.7,84.6,62.0
EVT_00702,22.05,815.6,0.81,31.9,43.2,23.5,66.4,21.6,84.0,82.0,23.0
EVT_00250,11.07,2172.8,0.23,49.8,59.7,28.5,64.2,64.6,90.5,90.2,45.0
EVT_00908,8.99,2098.6,2.79,32.0,58.3,29.7,72.6,57.4,100.0,89.6,28.0
EVT_01717,18.38,1738.2,7.56,53.6,52.9,15.2,76.2,,94.0,79.8,8.0
EVT_00812,3.49,1103.8,0.0,8.0,51.6,23.8,53.4,23.4,85.3,92.6,20.0
EVT_00354,7.4,1802.4,8.32,37.0,52.8,25.6,84.0,28.4,77.4,74.2,13.0
EVT_01823,20.22,1108.2,0.0,2.9,49.2,28.4,52.6,34.4,67.3,95.9,74.0
EVT_00243,9.77,2075.0,1.97,31.6,58.8,31.1,46.4,68.8,83.7,96.1,90.0
EVT_01542,11.95,,1.77,60.4,59.6,28.9,70.8,63.7,81.2,75.5,23.0
EVT_00753,10.59,1968.2,3.34,44.1,69.3,27.3,75.1,61.4,84.6,100.0,52.0
EVT_00749,16.77,2313.6,1.36,43.0,47.5,37.3,58.4,54.4,72.8,96.8,47.0
EVT_01926,20.82,601.5,0.18,38.0,73.2,26.7,72.1,21.9,87.2,69.9,67.0
EVT_01222,19.39,934.2,0.0,2.2,58.3,22.5,,27.0,92.0,80.6,86.0
EVT_01557,17.25,2793.2,,0.3,53.9,31.3,53.8,25.7,80.9,100.0,31.0
EVT_01570,14.66,1614.9,0.0,7.1,48.1,31.8,74.8,74.8,85.4,100.0,5.0
EVT_01730,11.24,2248.9,0.0,13.0,57.4,26.9,57.4,100.0,82.7,91.8,21.0
EVT_00614,17.05,2118.1,0.0,7.0,59.2,34.4,57.2,64.4,76.6,81.6,21.0
EVT_01297,17.9,953.0,17.66,86.4,67.8,,96.4,49.2,89.8,49.3,8.0
EVT_D0014,8.37,2324.1,0.0,2.4,48.9,,60.0,65.5,97.1,71.6,75.0
EVT_01922,13.47,2615.4,0.0,11.7,54.2,30.6,69.0,98.9,74.3,100.0,5.0
EVT_01128,14.37,2554.4,0.0,3.4,45.3,31.7,63.3,77.6,85.9,94.6,27.0
EVT_00881,7.18,2414.6,0.0,16.3,53.8,21.9,71.4,27.9,96.9,94.7,70.0
EVT_01341,18.4,1642.1,0.0,0.7,66.9,24.4,838.36,10.7,89.1,87.9,70.0
EVT_01378,13.94,2584.5,0.0,2.1,49.2,31.4,52.5,93.4,76.1,83.9,46.0
EVT_01794,7.94,2409.4,0.0,23.2,45.8,22.1,61.7,64.0,87.8,100.0,21.0
EVT_01402,9.68,2284.1,0.0,5.1,52.4,24.9,61.4,74.9,90.1,87.3,41.0
EVT_01801,15.65,2588.4,0.0,0.6,49.9,33.0,58.1,75.8,90.1,82.0,3.0
EVT_00817,18.45,1638.8,0.1,38.4,43.8,30.0,68.7,39.0,83.3,93.1,63.0
EVT_01954,17.13,1096.3,11.35,59.2,56.5,28.7,78.0,39.7,82.6,64.8,104.0
EVT_01215,5.34,867.5,0.0,4.5,51.3,24.0,63.7,19.1,86.7,70.7,15.0
EVT_00925,10.77,2185.7,0.0,2.5,52.8,32.1,41.5,81.6,100.0,89.9,0.0
EVT_00811,15.05,1790.3,0.0,1.7,54.9,34.5,50.2,72.3,89.7,87.2,50.0
EVT_00109,8.39,2199.2,3.86,41.5,71.4,24.2,73.2,54.9,79.3,67.9,67.0
EVT_01861,10.51,,0.0,2.5,52.8,23.6,68.3,76.9,79.9,95.3,16.0
EVT_01207,16.94,2844.5,0.0,3.5,46.1,34.6,68.4,35.5,94.8,78.7,34.0
EVT_01125,9.63,1778.3,0.0,8.5,51.9,25.7,71.0,76.0,95.6,100.0,60.0
EVT_01158,3.12,1563.4,0.0,3.0,45.0,20.8,57.8,32.2,76.6,85.5,0.0
EVT_01928,17.97,2236.9,1.59,31.6,47.5,27.7,58.2,32.9,98.7,70.4,
EVT_01786,9.87,1215.4,11.75,47.7,58.1,29.6,79.6,73.6,73.9,68.2,9.0
EVT_01781,19.31,757.8,0.0,0.5,58.1,23.8,45.9,,88.3,95.0,5.0
EVT_00008,9.14,2080.9,0.0,4.0,44.6,26.0,55.7,53.1,79.4,88.2,44.0
EVT_00359,23.48,1162.2,2.06,26.0,56.6,25.8,72.4,46.5,81.6,83.8,17.0
EVT_00342,3.31,943.8,0.0,2.6,47.6,20.5,71.8,27.9,84.8,87.2,62.0
EVT_01313,3.23,1441.4,0.0,7.9,53.3,21.2,64.9,14.2,79.7,94.3,0.0
EVT_01504,6.28,2369.6,0.0,18.7,53.3,27.6,49.3,21.7,81.9,98.0,38.0
EVT_01302,19.1,760.8,0.0,1.9,56.6,36.1,61.4,26.4,80.2,81.7,69.0
EVT_01095,23.02,683.4,0.93,40.6,51.1,20.9,71.5,37.3,65.5,72.9,14.0
EVT_00747,23.71,1152.1,0.0,24.7,68.9,32.4,65.4,11.8,80.0,100.0,21.0
EVT_00899,0.91,478.2,0.0,3.9,49.7,14.6,66.4,10.4,76.9,84.1,47.0
EVT_00285,14.49,1602.9,0.0,10.7,49.8,29.3,54.5,67.8,94.1,89.0,56.0
EVT_01483,17.64,2190.3,0.0,37.4,49.6,25.7,61.3,37.2,69.5,91.5,44.0
EVT_01666,16.82,1560.2,4.15,46.5,65.7,34.5,57.0,43.5,82.4,86.9,44.0
EVT_01344,3.75,927.3,4.75,52.2,47.3,16.4,75.3,22.9,86.4,64.2,24.0
EVT_01978,22.78,1057.5,0.0,2.0,48.2,24.4,63.9,20.3,85.6,70.8,0.0
EVT_01499,0.29,900.4,6.06,45.7,52.2,21.5,60.0,18.4,92.7,60.4,30.0
EVT_00532,13.51,2144.1,0.0,6.2,60.5,34.9,59.5,95.4,92.5,86.4,0.0
EVT_00790,9.71,2878.5,0.0,3.9,52.1,28.7,59.6,74.7,90.4,77.9,30.0
EVT_01306,11.71,2191.3,3.45,33.9,53.5,24.8,76.9,77.3,77.9,80.0,14.0
EVT_00345,22.26,562.0,7.07,55.2,54.3,25.1,57.7,28.8,71.9,57.4,18.0
EVT_00618,17.57,2241.0,0.0,4.8,51.1,33.4,67.4,50.4,88.5,88.8,30.0
EVT_00807,13.86,2487.4,0.0,1.9,50.5,30.2,60.8,79.4,88.1,85.2,0.0
EVT_01042,15.38,1950.2,0.0,26.0,62.6,28.5,73.1,60.4,77.9,88.0,1.0
EVT_00619,7.97,2598.9,0.0,29.0,53.7,19.6,68.7,42.2,83.5,89.8,52.0
EVT_00859,9.88,2181.0,0.0,9.7,48.6,26.1,73.4,59.3,76.9,96.1,28.0
EVT_01663,8.01,2712.7,0.0,3.6,48.0,22.8,55.4,55.1,80.0,82.8,65.0
EVT_01838,8.71,1129.6,13.46,63.8,63.4,,77.6,66.9,92.3,72.5,49.0
EVT_00215,23.74,995.0,0.55,65.1,52.9,26.7,65.2,16.9,74.5,63.8,25.0
EVT_00005,17.21,2002.5,0.0,3.4,58.9,31.8,70.9,32.0,81.2,82.7,56.0
EVT_01089,12.14,1888.7,0.0,9.6,55.3,24.5,77.3,80.3,69.1,75.3,
EVT_01790,5.72,1184.1,0.0,9.0,55.4,17.5,63.2,26.3,77.4,75.8,40.0
EVT_01533,16.88,2061.0,6.99,62.5,60.8,25.0,81.1,51.8,85.6,73.3,54.0
EVT_00526,19.17,609.0,11.33,61.4,53.0,26.0,1108.45,30.1,81.0,77.7,18.0
EVT_00821,5.32,776.4,12.46,60.1,59.7,25.2,73.7,32.6,80.7,77.2,24.0
EVT_00668,15.0,1697.0,9.31,44.5,64.7,31.9,87.6,57.8,82.3,68.4,30.0
EVT_01140,9.31,2073.9,0.0,36.7,47.7,26.5,65.6,81.3,85.3,76.6,20.0
EVT_00548,15.84,2689.0,0.0,4.2,53.1,34.5,53.6,53.0,89.7,91.4,56.0
EVT_01949,4.28,1194.4,0.0,27.7,44.9,25.5,83.0,20.5,91.4,72.6,10.0
EVT_01043,17.88,1530.6,6.29,31.6,54.1,27.0,68.3,15.3,85.6,82.1,18.0
EVT_01611,5.51,956.6,0.0,1.0,45.4,18.4,55.7,16.6,79.4,100.0,24.0
EVT_01721,7.76,1915.2,0.0,33.4,64.1,23.5,82.1,43.9,89.0,100.0,72.0
EVT_00447,9.59,1744.1,0.0,11.0,57.6,25.3,61.6,76.6,77.4,100.0,43.0
EVT_01423,7.59,1433.9,0.1,32.0,49.4,21.6,60.5,52.5,89.2,70.4,8.0
EVT_01061,22.34,1176.1,6.05,15.1,50.6,22.8,61.6,30.4,94.0,68.6,3.0
EVT_01576,23.92,580.1,0.0,,55.5,26.6,57.7,26.5,88.3,87.8,5.0
EVT_01722,18.07,2325.7,0.0,0.6,74.0,26.2,85.6,45.3,85.2,94.1,99.0
EVT_01075,23.31,1228.8,0.0,12.1,47.6,23.6,64.4,33.0,82.6,80.3,24.0
EVT_00829,15.4,1648.3,2.63,36.5,,31.2,60.0,76.8,91.5,70.4,40.0
EVT_00640,8.03,1817.4,1.94,35.5,55.5,27.0,51.3,49.0,94.3,,50.0
EVT_01311,22.76,721.1,0.0,7.4,51.7,25.9,83.1,5.5,72.9,100.0,19.0
EVT_00924,9.84,1911.2,0.0,4.5,63.7,26.0,66.0,53.6,87.4,90.0,33.0
EVT_01305,11.33,1968.1,0.0,0.1,64.1,30.2,57.1,67.1,88.6,100.0,30.0
EVT_01041,8.81,894.2,19.6,85.5,73.9,22.8,93.4,63.9,81.6,68.1,40.0
EVT_01484,6.89,2442.5,0.47,38.3,56.0,23.5,64.8,49.0,93.9,86.3,49.0
EVT_01812,13.99,2013.1,0.87,14.9,65.8,24.9,61.1,65.6,88.2,100.0,9.0
EVT_01151,14.12,2303.4,0.0,1.2,48.1,34.8,68.4,62.2,82.2,76.7,46.0
EVT_00571,18.65,2671.1,0.0,10.0,67.0,30.9,59.3,21.8,81.8,83.2,67.0
EVT_00865,8.64,2225.6,0.0,17.6,60.4,27.0,54.1,64.4,94.0,86.7,66.0
EVT_01183,9.56,2211.5,1.37,42.8,50.6,30.6,68.0,66.3,82.8,76.8,15.0
EVT_00499,12.93,1005.0,13.41,61.5,56.8,28.3,72.4,94.9,90.1,77.7,43.0
EVT_00414,18.84,2226.5,0.0,11.8,62.0,28.2,59.7,12.7,88.5,87.3,14.0
EVT_01141,22.73,605.7,0.0,0.9,43.9,24.8,82.4,19.0,91.8,87.4,20.0
EVT_00735,19.92,1141.4,2.96,33.5,47.6,31.7,75.8,,85.3,94.5,16.0
EVT_01840,20.96,1005.0,0.0,8.8,46.6,21.0,73.2,27.2,84.0,71.1,71.0
EVT_01281,17.7,1708.5,0.0,10.4,48.0,26.2,54.6,32.9,95.7,97.5,7.0
EVT_00386,17.6,2059.3,0.58,50.6,46.4,27.6,68.8,46.7,94.9,93.3,88.0
EVT_01846,9.43,1556.6,9.29,83.4,62.8,21.4,86.4,71.8,75.8,69.3,28.0
EVT_00911,12.25,1305.0,15.06,97.4,64.4,30.3,90.2,89.4,87.4,48.8,19.0
EVT_01073,23.99,711.0,0.0,5.8,54.3,17.4,54.7,27.3,87.7,82.6,14.0
EVT_01132,15.46,1813.2,0.0,19.2,60.2,26.5,68.4,61.9,80.2,79.4,10.0
EVT_01637,3.62,1219.3,0.0,16.2,48.8,23.1,73.1,23.5,86.5,76.0,20.0
EVT_01060,15.03,2029.6,4.48,42.0,66.0,29.4,79.5,56.1,88.9,81.3,19.0
EVT_00041,20.65,949.7,0.0,0.1,56.9,26.7,62.5,15.5,75.5,71.3,34.0
EVT_00940,18.18,1482.0,9.03,38.3,48.2,27.2,77.4,47.2,80.5,100.0,11.0
EVT_01578,22.75,1305.7,0.0,2.5,52.6,21.1,55.2,14.3,89.9,82.4,35.0
EVT_00993,23.27,870.6,6.23,57.4,56.7,19.1,74.9,40.8,83.1,74.3,55.0
EVT_01973,1.81,840.6,,11.4,66.4,24.4,59.6,22.7,71.6,89.4,17.0
EVT_00350,18.82,1806.5,0.0,52.7,52.9,26.2,61.1,27.7,83.8,100.0,74.0
EVT_00280,13.57,2317.7,0.0,1.5,48.9,36.4,59.8,84.1,100.0,94.8,17.0
EVT_00772,17.23,2090.2,0.0,12.1,56.0,32.8,60.8,55.3,83.2,85.7,61.0
EVT_00677,10.88,2556.4,0.0,60.0,43.9,26.3,56.2,64.6,91.0,68.7,72.0
EVT_01187,14.37,2103.5,0.0,5.5,59.8,32.5,57.6,75.1,87.3,93.7,0.0
EVT_00171,7.06,1509.8,1.18,40.9,64.3,24.3,72.8,50.7,76.6,90.5,70.0
EVT_01154,23.76,1204.1,1.18,25.6,40.0,15.3,69.8,30.3,90.6,76.4,24.0
EVT_00956,18.39,1540.2,10.82,69.6,63.6,31.2,79.9,25.7,99.5,81.3,
EVT_00328,4.62,468.2,5.19,25.0,53.2,21.6,,7.4,100.0,77.1,0.0
EVT_00316,17.18,1858.2,0.0,1.1,52.6,,63.7,53.5,88.2,93.7,49.0
EVT_01379,9.57,2041.0,0.0,3.4,66.0,25.8,59.1,70.1,95.7,93.0,102.0
EVT_01307,23.17,953.8,0.0,16.4,49.2,29.3,46.7,15.8,68.9,89.7,0.0
EVT_01893,5.84,1161.7,0.82,65.7,63.2,27.1,72.5,17.3,74.7,71.4,64.0
EVT_01361,9.62,1926.5,0.0,5.6,63.7,23.2,65.9,62.3,77.7,92.7,94.0
EVT_00461,17.16,1308.7,7.5,37.9,,27.0,75.7,47.6,78.1,82.3,0.0
EVT_01782,20.16,1252.6,0.63,44.1,57.9,25.7,67.8,17.8,100.0,70.4,82.0
EVT_01531,19.21,808.4,1.61,55.2,73.6,24.2,70.9,10.2,88.7,61.4,65.0
EVT_00323,5.87,784.5,0.0,0.8,53.3,20.4,60.9,10.5,81.7,97.1,82.0
EVT_D0012,6.75,2433.9,0.0,5.7,57.3,25.8,74.3,53.0,84.6,81.8,23.0
EVT_00014,12.09,1492.8,0.0,,59.1,24.6,75.2,86.0,92.3,85.7,1.0
EVT_00703,21.86,374.0,19.97,100.0,62.7,25.5,95.6,25.5,83.4,40.7,21.0
EVT_00826,9.82,1766.3,2.19,32.5,56.1,34.1,66.1,65.2,81.6,85.4,9999.0
EVT_01429,17.22,2535.5,1.34,36.9,45.7,30.3,68.1,43.0,94.3,90.7,48.0
EVT_00976,11.67,2014.7,0.0,2.8,52.7,32.5,64.9,73.0,81.3,97.9,43.0
EVT_00294,14.79,,0.0,9.5,47.2,31.9,64.6,96.4,85.8,100.0,7.0
EVT_01886,16.62,2006.6,0.49,47.7,65.8,29.6,72.6,55.7,81.2,78.2,65.0
EVT_00787,22.95,1077.9,0.8,39.4,63.9,12.3,71.8,14.7,83.2,70.2,27.0
EVT_00816,7.71,2315.4,0.0,1.9,51.2,24.6,60.5,28.7,92.6,100.0,79.0
EVT_01605,16.16,1969.3,0.0,0.2,46.5,29.5,52.4,70.2,96.8,100.0,23.0
EVT_00922,13.93,2168.4,0.0,2.2,56.0,26.7,60.9,83.0,90.2,88.2,21.0
EVT_00012,3.23,792.1,0.0,1.5,57.2,26.4,71.4,24.8,99.1,89.9,48.0
EVT_01202,22.38,1340.0,0.0,0.0,49.6,21.2,80.9,12.3,70.2,89.3,12.0
EVT_01985,10.46,2069.0,0.0,2.9,56.5,24.9,52.7,64.7,89.1,90.5,10.0
EVT_01221,18.37,1998.7,5.57,63.0,57.0,28.9,73.4,33.7,83.5,79.9,106.0
EVT_01709,23.3,872.4,0.0,16.6,50.3,17.5,75.1,32.3,92.5,82.2,70.0
EVT_00318,16.91,1297.5,14.38,61.2,51.8,29.8,67.3,37.9,69.5,73.2,23.0
EVT_01626,8.76,1800.5,0.0,4.6,66.6,18.6,67.3,46.5,86.7,89.8,40.0
EVT_00090,18.05,1743.8,6.58,23.2,63.4,37.3,77.7,45.9,83.1,74.0,22.0
EVT_01529,23.32,792.9,0.0,2.7,53.8,26.1,58.3,11.3,98.2,75.3,3.0
EVT_00581,10.93,1808.7,0.0,5.1,51.4,31.5,69.5,69.8,80.8,86.0,41.0
EVT_00935,19.03,1112.3,0.0,2.9,43.6,29.0,46.3,33.2,83.5,83.5,14.0
EVT_01387,11.51,2789.1,0.0,4.0,56.9,35.0,,70.7,82.7,80.5,18.0
EVT_01907,19.38,656.6,9.81,51.3,57.6,26.4,74.8,27.3,94.4,64.3,31.0
EVT_00249,11.68,1651.8,2.99,38.4,58.1,26.3,,66.9,98.1,73.5,8.0
EVT_00519,12.65,1907.1,0.0,3.9,62.8,31.9,56.8,70.3,81.7,,74.0
EVT_01330,7.94,2820.7,0.0,16.8,54.0,25.6,72.7,71.4,86.6,95.6,12.0
EVT_00601,16.74,2092.8,0.62,39.1,70.0,30.3,69.9,31.7,83.4,77.1,57.0
EVT_01465,4.78,890.3,0.0,12.4,54.8,14.2,75.7,33.9,89.0,67.8,38.0
EVT_01096,11.84,2566.9,0.0,8.1,51.2,31.3,60.7,80.4,96.2,93.5,23.0
EVT_01456,8.83,1996.5,0.0,22.3,57.9,27.9,77.1,67.5,85.2,88.3,65.0
EVT_00740,10.95,1600.7,3.46,49.1,54.0,30.0,64.7,90.8,96.3,90.4,12.0
EVT_01160,22.57,1119.7,0.0,15.4,47.6,17.7,74.9,21.6,80.6,92.8,9.0
EVT_00837,16.35,2806.1,0.0,2.9,38.9,39.7,55.4,23.5,88.3,98.1,41.0
EVT_01268,11.66,2242.1,0.0,3.9,59.8,33.9,66.9,76.7,84.9,,31.0
EVT_01588,9.07,2579.3,0.0,4.6,65.7,25.4,56.9,58.8,76.8,72.7,31.0
EVT_01871,20.07,490.6,0.0,8.2,53.5,29.9,57.9,37.6,93.8,77.4,66.0
EVT_00430,15.48,2449.3,4.09,40.4,56.3,29.3,70.1,66.2,85.3,69.3,48.0
EVT_00918,8.9,2761.3,0.1,31.2,53.1,26.9,66.6,66.9,82.0,100.0,58.0
EVT_00358,7.76,1106.1,11.72,47.2,71.5,21.0,93.2,50.7,84.5,71.3,0.0
EVT_00552,8.92,1947.1,2.07,38.2,57.2,28.3,74.4,44.1,93.8,78.2,35.0
EVT_01810,3.42,1052.8,0.0,5.7,56.8,28.5,64.4,5.9,77.4,64.4,16.0
EVT_01710,17.63,1647.3,,61.1,,27.7,86.7,54.6,78.5,68.0,75.0
EVT_01622,10.32,2633.8,0.0,8.6,55.8,23.8,66.3,81.6,84.4,70.1,23.0
EVT_01119,8.69,2216.3,0.0,10.9,68.1,23.1,68.4,81.9,75.7,89.9,35.0
EVT_01581,3.14,926.9,0.0,0.3,51.6,19.2,61.0,11.7,80.8,100.0,19.0
EVT_01261,18.42,1803.2,0.0,19.7,57.9,,62.4,43.8,88.5,82.7,6.0
EVT_00312,8.69,2265.5,0.0,1.4,57.4,27.4,61.8,63.3,98.9,100.0,66.0
EVT_00330,13.31,2633.2,,31.3,54.3,32.3,63.9,,90.2,90.1,35.0
EVT_00251,23.7,944.2,0.0,9.7,67.1,21.1,63.5,35.2,83.3,78.4,38.0
EVT_00400,12.91,2715.4,0.0,2.7,60.5,35.3,52.5,76.0,77.8,82.8,44.0
