row_id,avg_vehicle_speed_kmph,vehicle_count,pedestrian_count,road_occupancy_pct,incident_distance_m
EVT_01828,17,30.8,28.7,4,69.1
EVT_01249,8,21.9,38.8,1,62.1
EVT_00499,13,22.2,30.1,12,233.1
EVT_01845,14,18.0,64.4,8,169.0
EVT_00601,45,19.1,53.2,5,278.2
EVT_00836,41,29.0,61.0,9,73.9
EVT_00631,17,42.4,38.1,9999,145.0
EVT_00964,22,13.9,43.7,10,42.7
EVT_00361,26,5.6,52.7,2,3.0
EVT_01887,44,15.1,73.1,5,197.6
EVT_01969,17,48.2,50.1,2,113.0
EVT_00926,24,39.2,31.0,5,216.1
EVT_01103,61,10.1,75.1,10,173.2
EVT_00742,22,26.9,40.6,9,48.1
EVT_00130,4,62.1,9.4,4,382.5
EVT_00410,19,34.5,36.1,5,38.5
EVT_01221,38,14.4,58.3,9,70.5
EVT_00637,16,39.7,31.6,7,107.2
EVT_01338,23,33.0,60.4,42,52.9
EVT_00609,21,22.2,58.4,3,20.8
EVT_01943,1,32.2,7.9,3,401.9
EVT_01052,39,24.1,79.3,2,370.2
EVT_01432,2,34.8,12.3,1,48.5
EVT_01688,20,45.9,19.2,0,101.7
EVT_01721,43,2.1,85.1,9,38.4
EVT_00245,16,4.7,73.1,3,112.3
EVT_00027,12,17.4,8.5,12,138.1
EVT_01034,22,24.4,28.6,2,27.2
EVT_01200,54,14.2,27.6,2,211.1
EVT_00599,3,43.1,0.0,2,66.5
EVT_01637,25,7.2,54.7,5,66.0
EVT_01585,8,26.9,19.8,3,246.3
EVT_01710,35,22.3,42.8,12,33.7
EVT_00240,1,49.0,19.2,0,58.4
EVT_00407,42,31.6,43.8,4,361.9
EVT_00104,26,17.0,54.9,2,19.0
EVT_01428,1,40.6,58.6,21,47.3
EVT_00541,25,24.6,86.2,6,278.3
EVT_00921,23,45.0,22.1,13,210.8
EVT_01542,2,26.6,8.3,8,101.2
EVT_01092,18,40.0,32.7,17,36.0
EVT_00162,54,8.6,56.1,7,254.9
EVT_00479,20,39.5,28.6,8,178.1
EVT_00299,13,54.3,9.5,1,72.9
EVT_01072,9,24.0,33.3,28,36.6
EVT_00666,18,37.8,47.1,2,279.6
EVT_00709,13,3.0,26.0,9,2.6
EVT_01105,12,60.8,29.9,4,
EVT_01198,0,31.1,48.0,5,2.8
EVT_01017,43,11.8,76.1,2,16.1
EVT_00794,42,14.7,81.5,6,39.2
EVT_01577,17,10.2,22.6,15,258.7
EVT_00590,0,53.9,39.2,3,42.4
EVT_00971,23,29.8,29.0,18,54.9
EVT_00816,10,27.6,62.7,19,382.8
EVT_01141,7,51.3,27.6,0,490.3
EVT_01380,43,1.2,76.2,17,57.2
EVT_00908,15,47.7,25.1,24,124.3
EVT_01360,51,,88.1,8,155.3
EVT_01167,23,54.9,35.5,5,221.7
EVT_01732,16,43.4,15.3,3,96.2
EVT_00843,6,39.1,9.8,0,92.1
EVT_00889,32,1.3,48.2,15,14.7
EVT_01386,29,18.6,59.5,10,50.6
EVT_00796,5,47.8,35.3,7,57.4
EVT_00938,3,35.0,7.2,1,258.6
EVT_00390,31,19.4,37.3,2,23.0
EVT_01395,28,35.2,49.0,20,298.6
EVT_01061,5,40.9,0.0,0,251.6
EVT_01836,13,44.8,40.5,22,179.6
EVT_00105,26,3.1,80.8,3,38.9
EVT_01418,23,19.2,58.2,6,96.1
EVT_00543,41,6.7,48.4,9,3.7
EVT_01987,29,48.9,,2,310.7
EVT_D0027,5,79.4,0.0,2,438.7
EVT_01575,32,14.9,80.4,7,90.5
EVT_01708,10,39.8,29.8,3,464.1
EVT_00223,15,51.5,0.0,5,57.0
EVT_01313,4,59.2,2.1,1,49.8
EVT_01157,29,55.4,30.9,4,72.7
EVT_01881,31,13.4,48.0,11,4.6
EVT_01128,0,11.4,27.4,28,400.1
EVT_01933,19,30.2,17.9,36,131.7
EVT_00510,25,37.7,55.2,9,73.0
EVT_01625,49,27.0,81.5,11,187.5
EVT_00081,16,38.9,23.1,4,44.9
EVT_01181,10,13.1,3.7,1,262.5
EVT_00837,11,37.6,35.9,27,298.1
EVT_01348,4,55.7,19.7,1,287.0
EVT_00487,12,43.6,33.2,6,126.5
EVT_00662,1,43.1,9.4,1,79.5
EVT_00834,18,35.4,25.7,5,37.1
EVT_00364,36,16.1,22.4,7,2.7
EVT_00851,41,36.7,82.7,4,235.1
EVT_01437,29,,22.9,7,188.3
EVT_00001,27,13.0,51.7,8,47.4
EVT_00143,16,25.1,17.8,5,80.0
EVT_00672,12,41.3,35.8,38,62.7
EVT_01785,34,29.8,,6,459.0
EVT_00076,13,15.1,28.8,39,74.7
EVT_01209,3,41.2,23.1,1,165.5
EVT_01717,2,33.6,37.1,6,222.3
EVT_00786,30,2.4,42.8,29,297.9
EVT_01286,34,7.3,67.2,3,287.4
EVT_00748,20,20.3,56.0,8,75.8
EVT_01529,3,39.8,16.7,1,200.7
EVT_00848,17,51.0,23.0,19,39.4
EVT_01293,39,5.9,64.5,14,40.9
EVT_01698,15,59.1,24.8,1,410.7
EVT_01787,39,0.0,33.2,6,56.0
EVT_01844,16,4.1,26.7,7,3.6
EVT_00657,30,36.3,47.8,30,35.7
EVT_00193,18,61.4,21.5,3,481.9
EVT_00589,27,,39.6,23,110.8
EVT_00273,7,51.3,28.5,4,97.1
EVT_00048,36,12.8,39.8,8,54.4
EVT_01628,13,22.0,64.3,27,79.8
EVT_00252,22,6.1,71.5,10,
EVT_00415,0,37.4,16.6,14,11283.73
EVT_00585,30,16.0,27.2,17,95.6
EVT_01740,20,36.0,33.9,10,49.0
EVT_D0013,18,30.6,14.1,24,139.5
EVT_00024,6,39.4,12.3,1,226.8
EVT_00835,10,42.7,30.1,0,240.5
EVT_00793,22,21.5,33.5,6,75.0
EVT_00492,30,23.2,62.5,7,34.3
EVT_01867,30,13.0,45.9,1,86.9
EVT_01582,23,16.3,42.4,11,210.9
EVT_01831,39,34.9,48.7,11,35.5
EVT_00488,37,,60.7,6,158.9
EVT_01712,25,17.4,60.5,9,38.3
EVT_D0019,26,28.0,52.8,2,2.2
EVT_01330,20,33.8,33.2,4,497.0
EVT_01174,25,60.5,55.2,4,206.9
EVT_00146,3,39.9,3.0,2,
EVT_01145,15,11.2,19.6,24,94.5
EVT_00020,6,51.2,17.3,1,63.3
EVT_01838,24,2.4,87.3,3,52.7
EVT_01734,31,19.0,29.0,3,295.1
EVT_01447,21,38.4,57.2,16,68.4
EVT_01640,13,13.4,34.0,2,22.5
EVT_00282,17,41.9,29.7,0,471.3
EVT_01134,5,19.3,50.8,10,6.6
EVT_00200,26,45.6,33.5,1,215.2
EVT_01560,0,34.6,20.2,5,405.4
EVT_01527,25,29.6,52.8,26,42.2
EVT_00803,18,64.4,14.5,2,289.4
EVT_01588,39,23.6,54.4,10,110.3
EVT_01400,5,47.2,13.4,1,278.4
EVT_00942,35,12.7,66.5,16,27.9
EVT_00967,17,36.0,6.1,1,324.6
EVT_00368,18,,62.2,7,245.4
EVT_00658,44,12.0,48.3,10,187.1
EVT_01219,25,11.7,41.6,8,3.0
EVT_00448,29,20.7,77.4,16,351.7
EVT_00443,27,13.0,58.2,18,132.4
EVT_01030,38,41.7,65.9,6,56.5
EVT_00677,9,23.9,23.1,19,110.8
EVT_00484,4,28.4,4.1,1,330.6
EVT_01498,13,35.5,31.5,3,341.3
EVT_00319,9,30.9,29.6,7,73.7
EVT_01137,25,48.4,38.1,2,45.3
EVT_00176,26,43.7,,4,147.4
EVT_01477,8,52.0,18.4,4,91.8
EVT_00698,28,28.7,57.0,25,332.2
EVT_00406,6,15.2,46.2,19,112.4
EVT_01991,26,18.5,46.0,9,55.5
EVT_00678,6,53.3,17.8,3,106.3
EVT_01501,3,26.0,10.8,1,189.1
EVT_01669,13,11.1,64.7,7,274.7
EVT_00269,6,31.5,11.2,0,106.5
EVT_01512,27,19.6,39.2,29,238.0
EVT_00145,39,53.5,20.9,3,44.6
EVT_00602,26,0.0,41.8,6,110.1
EVT_01627,27,10.9,60.1,7,57.3
EVT_00412,30,25.1,29.3,13,381.4
EVT_01559,13,7.7,30.8,4,66.0
EVT_00864,11,16.4,10.7,5,36.0
EVT_00854,6,29.0,45.0,26,365.9
EVT_00696,0,18.1,28.7,15,207.6
EVT_00469,7,42.7,0.0,1,155.9
EVT_00164,7,60.7,43.8,2,395.7
EVT_00692,14,44.6,60.0,9,137.6
EVT_00170,6,57.8,3.6,0,98.6
EVT_00992,34,18.4,64.7,3,468.6
EVT_01909,37,20.3,59.9,3,151.7
EVT_00268,5,26.8,26.4,4,36.3
EVT_01037,0,17.7,68.1,3,
EVT_00128,24,19.6,51.6,4,97.9
EVT_00371,43,11.0,55.8,10,108.2
EVT_00826,19,12.5,75.4,20,94.4
EVT_01322,12,34.9,7.2,3,44.3
EVT_01789,25,48.4,48.0,5,415.4
EVT_01591,6,65.4,13.3,0,102.9
EVT_01268,16,26.5,35.8,48,40.6
EVT_01108,26,43.2,25.9,6,79.8
EVT_00091,21,36.1,31.5,9,
EVT_00812,4,47.1,4.1,0,87.7
EVT_01047,20,13.3,67.1,26,80.6
EVT_00123,1,51.1,5.2,1,87.2
EVT_01130,36,23.6,62.4,11,167.2
EVT_01067,4,36.8,17.7,0,387.8
EVT_00619,26,23.3,60.4,35,155.6
EVT_00408,33,17.7,63.5,4,
EVT_01716,8,35.2,46.9,15,115.9
EVT_00053,3,35.5,35.7,24,45.0
EVT_00952,38,7.7,63.8,7,124.8
EVT_00680,28,25.3,68.4,7,53.5
EVT_00814,32,6.8,32.0,32,217.2
EVT_01977,33,4.0,100.0,4,38.7
EVT_00970,34,11.0,33.1,23,214.5
EVT_00456,49,32.3,62.8,9,257.9
EVT_00711,12,43.8,11.5,4,498.0
EVT_00113,5,56.7,21.4,0,268.9
EVT_01956,10,36.4,14.5,7,377.6
EVT_D0001,12,41.6,17.9,1,46.8
EVT_01791,39,10.3,65.1,8,38.2
EVT_00068,4,52.9,1.5,1,75.8
EVT_00955,21,24.1,60.2,9,308.3
EVT_00824,35,13.9,41.4,7,116.7
EVT_01699,38,21.7,70.9,14,42.6
EVT_00194,3,90.0,3.4,0,209.2
EVT_01265,20,30.4,49.7,15,154.8
EVT_00286,17,28.5,28.4,12,230.3
EVT_01481,28,40.3,50.3,26,51.8
EVT_00431,28,14.6,45.1,15,235.1
EVT_00832,5,44.3,15.6,0,161.0
EVT_01173,15,49.2,20.7,5,299.3
EVT_00962,30,20.7,50.6,19,133.3
EVT_01051,21,11.4,59.1,22,170.1
EVT_01166,15,11.2,77.0,7,254.5
EVT_00452,33,21.9,59.7,2,310.9
EVT_01318,9,28.8,59.1,13,68.7
EVT_01880,22,6.5,61.7,10,74.4
EVT_01404,12,60.9,13.8,18,35.5
EVT_00267,43,9.3,57.7,8,88.9
EVT_01982,33,38.1,52.5,2,48.9
EVT_01914,31,6.6,70.0,2,98.8
EVT_00061,5,18.0,32.9,18,214.3
EVT_00675,45,15.1,54.3,9,5.1
EVT_01216,26,18.2,40.5,11,48.2
EVT_00317,31,42.4,30.2,17,50.4
EVT_00723,8,45.4,11.0,4,308.9
EVT_00954,34,25.6,58.1,5,123.8
EVT_00362,11,63.1,56.3,1,79.7
EVT_D0020,39,23.7,64.5,3,321.3
EVT_01425,27,13.6,60.2,8,36.1
EVT_00290,14,27.4,36.4,1,84.8
EVT_01355,4,62.5,21.6,1,461.8
EVT_01102,41,30.3,39.0,3,250.6
EVT_00112,29,31.0,80.4,3,54.3
EVT_00802,37,11.6,41.4,6,2.6
EVT_01685,35,29.0,2004.0,3,103.6
EVT_00072,21,1.2,66.5,3,41.6
EVT_00630,5,19.6,0.0,1,61.1
EVT_01872,26,0.0,69.2,4,36.9
EVT_00149,4,16.4,11.6,0,84.1
EVT_01847,2,37.6,16.3,6,51.9
EVT_00648,36,,61.0,8,44.6
EVT_00749,17,22.9,80.3,7,
EVT_00523,12,13.5,0.0,0,101.8
EVT_01767,34,22.0,51.1,8,60.3
EVT_00067,32,37.5,34.2,2,406.2
EVT_00233,25,23.5,40.1,2,3.9
EVT_00430,11,29.9,42.5,31,172.1
EVT_01598,14,29.1,21.1,15,478.9
EVT_01505,24,20.4,49.5,9,250.5
EVT_01364,2,45.2,30.1,18,74.4
EVT_01970,19,18.6,49.8,11,11.0
EVT_00787,23,23.9,48.7,1,139.7
EVT_00980,49,22.1,94.6,5,268.7
EVT_00426,34,30.2,65.7,12,39.4
EVT_00186,12,22.4,52.9,7,263.3
EVT_00039,21,28.1,58.7,5,393.9
EVT_00778,6,19.8,6.4,0,346.3
EVT_00547,11,68.1,30.0,2,
EVT_00345,17,41.2,29.1,1,147.7
EVT_00139,33,15.3,72.8,3,36.9
EVT_00476,8,26.8,29.6,11,257.3
EVT_01820,14,49.5,25.8,5,48.5
EVT_01325,31,25.2,85.4,6,189.6
EVT_00556,34,31.4,53.6,9,53.8
EVT_00063,38,28.5,50.5,4,290.7
EVT_01860,9,64.1,18.0,1,71.0
EVT_00536,28,0.3,45.5,11,47.9
EVT_01431,17,26.4,39.2,9,114.2
EVT_01002,33,39.0,66.1,4,87.9
EVT_01015,17,50.5,56.8,3,50.1
EVT_01371,9,34.8,37.9,5,176.3
EVT_00296,4,46.1,15.7,1,187.3
EVT_01616,12,49.1,21.5,2,118.0
EVT_00868,25,7.0,70.7,8,491.6
EVT_00708,29,16.6,64.6,25,214.2
EVT_01800,17,50.0,27.5,2,322.6
EVT_00424,34,22.7,60.5,3,22.3
EVT_00409,23,16.9,79.9,-51,166.3
EVT_00503,0,19.9,14.0,7,4.3
EVT_01507,27,12.7,60.5,14,78.4
EVT_01100,21,54.6,22.2,4,374.1
EVT_00238,20,8.4,65.1,3,3.7
EVT_01936,21,44.7,50.3,0,
EVT_00788,36,14.7,73.1,3,214.7
EVT_01702,11,43.1,36.6,1,95.0
EVT_00178,38,23.5,48.2,6,152.9
EVT_00775,13,15.8,60.8,8,25.9
EVT_00690,20,30.0,17.2,6,2.0
EVT_00131,9,42.1,2.3,1,270.8
EVT_01095,5,20.4,20.7,0,217.1
EVT_D0022,6,30.6,7.9,1,45.0
EVT_01319,14,46.6,21.7,15,160.7
EVT_00378,65,14.2,72.5,8,39.7
EVT_00163,17,44.5,34.1,0,56.5
EVT_01892,36,27.3,39.8,24,35.3
EVT_01530,5,46.8,11.1,1,45.8
EVT_00250,18,35.4,18.6,10,434.8
EVT_00055,5,79.4,0.0,2,438.7
EVT_00353,17,56.2,34.9,2,202.2
EVT_00330,5,27.7,38.1,8,69.4
EVT_00555,14,28.1,25.9,10,176.2
EVT_00702,6,66.5,23.3,7,38.7
EVT_00665,50,31.8,60.0,3,254.4
EVT_00457,20,14.8,74.0,10,3.9
EVT_00969,23,36.8,15.5,5,77.5
EVT_01466,27,21.9,63.2,7,254.2
EVT_01443,34,0.0,82.1,2,440.0
EVT_00649,11,17.2,55.5,17,14.8
EVT_01303,39,13.8,28.2,8,
EVT_00343,16,56.3,71.4,10,457.0
EVT_00242,15,36.5,26.7,9,335.2
EVT_D0011,4,57.3,14.5,1,203.2
EVT_00276,32,7.4,69.1,7,216.3
EVT_00069,16,27.7,41.5,7,129.4
EVT_00782,35,11.0,88.3,6,105.8
EVT_00302,4,66.9,16.6,1,203.7
EVT_01333,19,37.0,16.5,7,38.8
EVT_00871,37,46.6,45.3,5,194.5
EVT_00831,20,43.9,50.8,25,152.1
EVT_00033,21,29.7,46.9,4,66.9
EVT_00882,24,42.9,22.8,19,468.1
EVT_01125,27,11.6,66.4,4,441.2
EVT_00977,14,20.2,52.6,19,136.1
EVT_01841,21,11.7,67.3,4,39.7
EVT_01033,28,38.9,70.6,6,
EVT_00009,37,20.6,76.1,2,112.9
EVT_01472,0,34.8,50.6,11,171.7
EVT_01813,0,23.8,30.6,19,64.2
EVT_00307,22,25.1,44.6,33,295.2
EVT_00895,38,9.1,61.9,7,80.9
EVT_01075,12,41.6,17.9,1,46.8
EVT_01344,28,12.3,14.8,4,87.8
EVT_00721,40,13.8,91.0,20,342.6
EVT_00935,14,55.9,30.1,6,148.7
EVT_00989,10,18.6,67.9,4,16.9
EVT_01413,40,16.5,94.9,3,35.5
EVT_00152,25,38.0,31.1,8,52.5
EVT_01074,37,0.2,47.6,29,265.3
EVT_00376,36,23.1,55.5,9,12.6
EVT_01967,10,67.2,36.5,1,59.0
EVT_00433,19,,38.1,3,121.7
EVT_01433,21,25.0,13.0,14,134.3
EVT_01963,4,40.4,6.4,0,264.4
EVT_00173,32,23.6,78.6,7,178.4
EVT_00520,2,18.4,75.0,14,10.0
EVT_00316,21,13.3,40.9,10,14.9
EVT_00379,17,27.9,30.4,3,322.4
EVT_00021,0,,9.9,1292,86.1
EVT_01359,12,63.1,0.0,1,189.9
EVT_01725,13,53.1,6.4,4,209.4
EVT_D0021,20,43.9,50.8,25,152.1
EVT_00239,14,44.5,42.0,12,310.4
EVT_00465,27,22.9,51.0,7,331.6
EVT_00124,1,13.7,5.9,1,184.1
EVT_01353,5,60.8,17.0,0,325.4
EVT_00100,23,18.6,38.8,33,208.7
EVT_01931,50,14.8,82.5,6,45.6
EVT_00309,11,53.0,16.1,3,35.7
EVT_01729,40,21.3,78.7,7,170.0
EVT_01004,12,0.0,36.4,23,85.8
EVT_00414,9,62.4,7.5,2,347.8
EVT_01766,26,23.0,10.6,26,209.3
EVT_00049,38,30.0,37.9,32,131.0
EVT_01600,15,61.0,27.3,5,113.4
EVT_01912,26,28.0,52.8,2,2.2
EVT_01261,17,53.9,43.2,3,250.2
EVT_01848,29,0.0,70.1,5,95.7
EVT_01952,29,9.7,41.7,2,6.1
EVT_00947,24,60.1,10.6,2,92.6
EVT_00719,3,30.0,20.8,4,229.7
EVT_00950,25,48.8,25.4,2,
EVT_01895,5,58.9,8.4,1,86.2
EVT_01755,44,28.1,42.4,1,120.5
EVT_00617,17,23.8,65.2,2,40.9
EVT_01056,25,32.2,44.5,31,156.2
EVT_01328,9,43.1,68.3,7,123.0
EVT_00066,22,3.2,,5,2.5
EVT_01657,50,27.7,72.2,8,181.4
EVT_01148,35,5.5,43.5,10,3.0
EVT_02000,19,61.3,29.1,6,202.9
EVT_00571,26,1.5,60.9,7,410.5
EVT_01960,42,2.4,78.5,2,408.1
EVT_01626,42,9.6,73.5,1,208.4
EVT_00713,26,19.0,60.7,26,72.8
EVT_00236,32,18.0,58.7,2,113.4
EVT_00475,2,39.6,0.3,1,122.3
EVT_01797,18,17.6,51.9,7,114.4
EVT_01811,8,48.6,23.6,3,121.3
EVT_01911,44,15.2,48.8,7,10.1
EVT_00199,4,43.3,11.8,2,164.1
EVT_00497,16,18.8,68.5,3,62.7
EVT_00183,9,20.0,44.8,15,112.7
EVT_00318,8,13.3,42.7,21,56.4
EVT_00651,10,33.5,39.6,10,104.9
EVT_00640,20,8.9,50.8,16,67.1
EVT_00059,11,11.2,40.8,2,12.5
EVT_01898,4,32.2,10.6,0,45.8
EVT_00504,42,19.5,65.1,6,89.3
EVT_00384,28,26.6,27.3,29,65.8
EVT_01436,11,54.5,11.1,12,147.1
EVT_00214,13,56.6,14.3,11,282.4
EVT_00073,31,19.4,78.6,9,36.8
EVT_00927,10,40.2,18.9,10,70.6
EVT_00264,11,48.9,2.8,0,135.0
EVT_00704,29,11.6,25.8,9,2.3
EVT_01962,14,53.6,24.2,2,50.5
EVT_01022,24,12.3,29.2,13,105.5
EVT_01850,27,51.1,33.8,3,60.0
EVT_01666,25,19.2,51.0,1554,62.8
EVT_01080,13,9.5,66.9,8,350.6
EVT_00929,15,59.2,30.4,3,35.4
EVT_01668,29,13.3,37.4,2,14.7
EVT_01273,9,59.0,13.7,6,402.3
EVT_01369,8,27.8,2.4,3,357.7
EVT_01834,19,47.3,30.2,3,401.5
EVT_00283,17,31.7,26.1,5,247.3
EVT_00553,19,29.1,70.5,4,57.1
EVT_01133,2,83.1,1.7,0,220.8
EVT_00650,14,54.8,19.4,1,259.7
EVT_00526,3,10.6,18.8,8,444.9
EVT_01618,43,14.8,51.6,4,157.5
EVT_00185,28,15.5,46.2,16,
EVT_01304,8,30.4,11.6,1,67.2
EVT_00931,8,24.3,29.8,27,138.4
EVT_00881,21,30.9,53.3,22,114.9
EVT_00040,46,13.0,77.7,12,117.8
EVT_00737,21,52.1,36.8,3,412.4
EVT_01177,18,40.4,19.3,3,204.6
EVT_00913,14,14.5,34.8,6,
EVT_00828,7,51.0,6.9,7,397.1
EVT_01257,5,37.1,12.4,0,65.4
EVT_01667,0,48.1,34.9,2,45.2
EVT_01882,36,14.7,82.5,9,107.3
EVT_00558,21,27.6,21.1,3,339.1
EVT_00891,37,10.6,49.1,9,10.3
EVT_01269,8,,16.6,0,158.9
EVT_00179,31,22.7,62.6,8,160.3
EVT_01023,2,83.1,10.3,6,120.1
EVT_01259,11,41.2,50.2,6,49.1
EVT_01826,36,45.4,31.8,28,83.3
EVT_01241,35,18.1,61.6,-79,39.1
EVT_00167,16,34.5,46.4,8,199.2
EVT_00715,26,21.7,67.4,7,384.7
EVT_00879,18,17.2,42.4,18,87.2
EVT_01899,19,26.3,25.0,2,154.5
EVT_00388,32,31.1,77.4,24,76.8
EVT_01739,40,18.9,37.7,36,217.4
EVT_01684,5,47.8,20.1,1,49.4
EVT_01115,49,11.2,3.7,15,475.8
EVT_01189,14,41.2,30.3,3,52.3
EVT_01711,31,22.5,54.5,8,8.9
EVT_01928,31,17.3,27.8,9,204.5
EVT_00724,6,64.3,4.3,0,495.9
EVT_00244,9,36.1,12.5,1,181.0
EVT_01439,48,0.0,25.8,5,10.9
EVT_00852,3,48.6,2.8,0,88.7
EVT_00333,3,65.2,6.8,1,105.1
EVT_01334,24,57.4,22.9,5,166.8
EVT_00915,2,28.7,64.0,23,305.0
EVT_01317,28,10.7,45.8,2,89.0
EVT_01301,5,52.5,6.7,0,49.2
EVT_00521,11,29.5,44.3,30,69.7
EVT_00912,13,20.4,52.5,6,245.7
EVT_D0003,18,22.7,65.8,5,61.1
EVT_00801,14,54.8,34.2,6,238.9
EVT_00175,17,14.6,74.2,11,81.1
EVT_01471,21,44.4,35.7,7,60.3
EVT_01434,52,49.8,31.9,2,44.1
EVT_01392,18,71.2,29.5,3,195.8
EVT_01593,43,14.1,47.4,8,298.9
EVT_01068,25,20.0,43.8,15,237.4
EVT_00513,39,9.5,42.0,13,158.8
EVT_01589,32,36.3,49.0,7,83.2
EVT_01873,31,26.2,77.7,3,178.3
EVT_01126,18,13.7,96.0,25,6.2
EVT_00213,48,22.3,,7,347.9
EVT_00043,15,63.5,29.8,3,69.4
EVT_01539,2,37.3,9.7,9,290.2
EVT_00550,23,20.9,45.0,18,295.6
EVT_01513,25,41.2,55.9,3,275.5
EVT_00028,35,15.8,48.4,7,84.3
EVT_00438,5,46.1,32.4,0,114.3
EVT_00511,10,56.1,13.5,0,150.0
EVT_00314,9,26.1,48.9,25,275.7
EVT_01692,49,18.8,83.8,5,72.7
EVT_00184,29,12.2,14.5,6,7.5
EVT_01427,28,1.0,22.0,9,41.0
EVT_01522,11,18.0,50.4,4,27.2
EVT_00833,6,35.4,10.9,34,153.3
EVT_00377,20,25.0,34.7,14,43.7
EVT_01329,23,33.2,23.8,5,201.8
EVT_00281,38,13.9,77.0,8,75.2
EVT_00095,9,32.8,13.7,0,128.9
EVT_01777,28,29.4,45.0,17,43.6
EVT_01623,19,51.8,17.3,6,319.8
EVT_00114,25,43.4,30.6,10,179.4
EVT_01156,21,49.0,26.8,4,71.3
EVT_00382,7,42.2,18.7,0,153.4
EVT_00688,37,20.4,72.1,4,257.7
EVT_00215,2,70.7,11.2,1,57.9
EVT_00308,21,14.5,65.0,10,10.4
EVT_00540,56,9.8,74.1,16,103.3
EVT_00652,36,31.5,14.0,21,259.2
EVT_00853,0,63.4,13.9,1,249.0
EVT_01545,50,27.9,61.3,4,169.1
EVT_00247,6,44.9,28.7,6,132.9
EVT_01520,39,21.0,80.0,10,224.0
EVT_00707,33,0.3,40.0,6,29.2
EVT_01994,30,45.9,30.4,7,313.8
EVT_01417,56,7.1,43.6,5,124.5
EVT_01565,19,15.3,25.9,20,248.5
EVT_00251,43,20.5,57.9,3,117.0
EVT_00339,10,5.6,48.3,30,196.5
EVT_00773,30,8.3,53.7,10,57.4
EVT_01758,37,40.5,45.2,7,423.0
EVT_01568,33,10.3,40.3,23,261.5
EVT_00744,43,11.3,61.5,3,43.2
EVT_00332,4,61.6,10.6,0,497.1
EVT_01730,23,54.6,26.3,4,276.0
EVT_01391,18,7.1,49.7,27,69.9
EVT_00441,34,58.1,44.6,7,84.7
EVT_01549,6,48.2,27.2,2,375.8
EVT_D0009,26,16.3,,12,62.1
EVT_01005,7,33.0,8.7,3,392.8
EVT_01394,39,6.5,69.4,5,41.3
EVT_00126,3,29.8,0.0,1,102.6
EVT_01090,22,20.4,,5,2.9
EVT_01291,6,30.6,7.9,1,45.0
EVT_00018,13,22.2,0.0,0,77.5
EVT_01345,3,35.5,13.9,8,62.7
EVT_00518,29,35.5,50.3,20,116.0
EVT_01361,33,16.1,63.1,21,157.1
EVT_00228,14,34.0,24.0,5,50.6
EVT_01592,19,14.4,61.6,6,21.5
EVT_01738,43,33.0,79.9,6,197.0
EVT_01701,30,0.8,49.5,2,11.4
EVT_00809,3,60.6,8.4,3,399.4
EVT_00750,17,34.4,66.4,27,83.2
EVT_01123,16,53.4,4.5,3,76.2
EVT_00422,12,28.2,42.3,25,226.4
EVT_01409,60,27.0,76.6,7,423.6
EVT_01679,35,15.9,43.5,3,96.2
EVT_00743,10,31.0,35.6,9,63.5
EVT_00901,17,49.4,22.1,2,427.0
EVT_00810,15,70.2,,2,202.7
EVT_00529,12,38.6,24.3,2,87.7
EVT_00990,27,48.8,47.4,8,261.0
EVT_D0008,12,63.1,0.0,1,189.9
EVT_01774,33,60.1,32.6,4,279.4
EVT_01770,4,53.3,8.2,2,85.2
EVT_01438,5,14.3,12.9,1,93.7
EVT_01946,28,13.1,83.6,8,
EVT_01382,29,9.5,59.7,6,110.7
EVT_D0010,5,58.9,8.4,1,86.2
EVT_01583,7,15.2,44.4,3,54.4
EVT_00505,12,17.4,0.2,2,446.5
EVT_01635,22,21.2,51.8,2,13.4
EVT_00089,10,38.6,12.7,1,187.3
EVT_01677,44,7.4,85.3,7,462.8
EVT_01016,21,3.7,19.5,10,5.8
EVT_00920,1,32.9,17.0,2,55.7
EVT_00862,14,48.6,25.8,3,84.2
EVT_01856,7,40.6,14.8,7,149.3
EVT_00732,1,16.6,96.3,4,16.2
EVT_01894,25,20.7,41.2,24,39.8
EVT_00549,15,7.9,28.0,15,433.9
EVT_00133,26,18.8,71.1,21,145.0
EVT_01000,24,10.4,53.7,1,80.5
EVT_01208,2,70.5,15.1,1,189.8
EVT_00331,15,36.4,42.1,2,116.3
EVT_00295,54,13.2,42.3,11,74.2
EVT_00693,18,7.7,29.6,8,2.0
EVT_01839,22,29.2,67.8,14,53.5
EVT_00367,40,5.5,47.6,3,14.6
EVT_00141,14,24.0,51.6,19,176.4
EVT_01374,32,54.4,25.9,4,193.6
EVT_D0029,24,7.6,74.94,6,262.4
EVT_01281,19,58.7,39.3,3,63.2
EVT_00354,4,42.6,17.1,2,216.3
EVT_01905,39,0.0,57.6,7,168.1
EVT_01715,25,50.3,32.1,6,127.5
EVT_00930,7,37.3,28.7,10,84.2
EVT_D0016,38,24.2,74.6,6,14.0
EVT_01342,18,34.0,17.6,6,259.0
EVT_00998,21,30.2,55.5,1,255.2
EVT_00420,23,25.8,42.1,2,140.5
EVT_01474,8,45.8,4.6,1,439.0
EVT_00515,36,20.8,46.7,10,139.5
EVT_00341,7,41.5,0.9,0,173.8
EVT_01226,9,27.5,20.7,3,48.1
EVT_00644,19,30.2,46.7,22,62.0
