event_id,vehicle_count,avg_vehicle_speed_kmph,road_occupancy_pct,pedestrian_count,time_of_day_hr,visibility_m,rain_intensity_mmhr,signal_wait_time_s,road_wetness_pct,incident_distance_m,noise_level_db,ambient_temperature_c,humidity_pct,camera_exposure_score,camera_focus_score,lane_marking_visibility_pct,label
EVT_00988,6,23.2,1.0,0,22.75,1467.7,0.0,15,27.6,307.7,48.8,21.4,76.8,1.7,79.8,65.4,Low_Activity
EVT_00989,10,18.6,67.9,4,13.81,1649.8,0.0,91,9.6,16.9,41.5,34.5,73.3,75.2,79.3,98.7,Incident
EVT_00990,27,48.8,47.4,8,13.93,1901.8,0.0,11,0.6,261.0,63.0,32.0,44.5,100.0,87.6,79.2,Low_Activity
EVT_00991,3,36.7,18.1,0,22.62,775.0,0.0,15,5.5,318.4,46.7,23.7,68.6,15.5,80.1,89.2,Low_Activity
EVT_00992,34,18.4,64.7,3,6.71,1866.5,6.86,78,63.0,468.6,67.9,27.0,77.8,26.6,79.4,88.9,Heavy_Traffic
EVT_00993,21,8.8,34.0,5,23.27,870.6,6.23,55,57.4,121.6,56.7,19.1,74.9,40.8,83.1,74.3,Incident
EVT_00994,44,6.9,68.2,10,12.03,1507.6,9.22,26,37.5,12.6,76.3,28.1,70.6,100.0,86.5,66.0,Incident
EVT_00995,4,39.3,28.5,0,4.99,985.9,0.0,29,9.5,71.8,36.4,17.5,72.4,28.3,94.4,92.9,Low_Activity
EVT_00996,4,5.8,13.9,3,13.47,2081.8,0.0,14,1.2,116.4,42.9,34.5,60.7,76.7,100.0,100.0,Low_Activity
EVT_00997,23,52.1,31.3,2,23.48,1130.2,0.0,19,21.7,177.5,55.5,26.0,64.2,9.8,93.0,58.3,Free_Flow
EVT_00998,21,30.2,55.5,1,5.61,1119.5,1.06,24,42.9,255.2,51.4,18.8,93.8,23.0,94.4,84.8,Free_Flow
EVT_00999,29,48.1,50.6,21,17.34,1771.1,7.89,43,63.2,225.0,65.4,25.4,99.4,40.6,92.2,79.1,Free_Flow
EVT_01000,24,10.4,53.7,1,19.17,1136.2,0.0,40,0.3,80.5,55.7,31.4,56.3,34.4,88.1,93.5,Heavy_Traffic
EVT_01001,14,28.2,56.2,28,17.74,1509.5,0.0,36,4.3,302.5,52.0,26.8,45.1,20.9,96.3,100.0,Pedestrian_Event
EVT_01002,33,39.0,66.1,4,23.26,1089.6,2.69,43,50.9,87.9,61.7,22.7,60.8,22.7,90.9,85.7,Free_Flow
EVT_01003,26,44.9,20.7,4,20.29,787.5,0.0,49,6.5,75.6,50.9,30.6,44.2,8.7,82.3,92.9,Free_Flow
EVT_01004,12,0.0,36.4,23,13.76,1497.9,6.78,18,39.8,85.8,53.3,30.9,68.3,86.4,95.7,75.7,Pedestrian_Event
EVT_01005,7,33.0,8.7,3,22.84,1167.8,5.13,14,37.0,392.8,57.1,19.8,78.8,22.9,76.1,86.8,Low_Activity
EVT_01006,58,23.8,70.0,7,18.74,2063.5,0.0,51,2.9,181.1,65.8,35.5,52.5,13.1,76.6,98.4,Heavy_Traffic
EVT_01007,26,48.7,27.3,2,20.56,1309.0,2.7,34,53.1,68.5,52.0,27.7,66.1,22.6,75.8,78.8,Free_Flow
EVT_01008,2,42.7,12.1,0,4.2,1410.0,0.0,29,60.0,440.5,54.4,17.7,62.6,29.3,84.0,74.8,Low_Activity
EVT_01009,0,25.7,31.0,21,7.98,2270.9,4.45,61,47.9,223.1,50.4,23.8,61.4,43.9,94.4,75.5,Pedestrian_Event
EVT_01010,49,13.1,64.7,2,8.93,1404.0,1.91,76,46.9,342.7,57.6,28.6,74.0,67.7,80.9,89.6,Heavy_Traffic
EVT_01011,7,39.5,24.5,3,23.51,1036.3,0.0,14,11.6,79.1,46.8,25.7,62.6,20.9,93.6,82.5,Free_Flow
EVT_01012,23,23.3,29.9,26,15.3,2129.7,0.0,22,1.4,43.7,53.8,26.8,67.0,64.5,95.7,89.5,Pedestrian_Event
EVT_01013,23,20.5,51.2,7,9.46,1527.2,6.22,42,54.2,139.9,65.7,28.8,74.5,72.0,82.0,72.9,Heavy_Traffic
EVT_01014,24,42.9,56.6,4,10.7,2281.5,3.63,22,43.8,78.2,57.0,25.0,55.9,94.3,93.1,88.1,Free_Flow
EVT_01015,17,50.5,56.8,3,5.64,503.1,17.21,41,52.5,50.1,60.2,19.4,97.9,24.8,90.9,67.4,Free_Flow
EVT_01016,21,3.7,19.5,10,12.21,1980.0,2.76,51,52.1,5.8,59.3,29.6,73.8,83.9,96.5,78.3,Incident
EVT_01017,43,11.8,76.1,2,9.79,1787.4,0.0,31,7.0,16.1,60.0,27.8,50.6,72.4,95.5,99.8,Incident
EVT_01018,6,37.6,15.4,2,23.28,1189.1,1.89,6,34.8,235.0,54.4,21.1,75.7,23.6,85.8,89.6,Low_Activity
EVT_01019,18,22.7,65.8,5,21.46,700.1,0.0,17,3.1,61.1,53.8,28.6,60.1,15.6,98.3,59.1,Pedestrian_Event
EVT_01020,3,14.3,67.0,7,14.83,1709.4,0.0,68,8.5,20.8,52.2,27.5,60.6,74.5,89.3,91.7,Incident
EVT_01021,44,55.3,35.1,5,18.22,2423.0,0.0,44,3.2,377.0,62.2,30.6,60.5,29.8,76.4,90.0,Free_Flow
EVT_01022,24,12.3,29.2,13,17.29,2842.3,0.0,25,6.6,105.5,49.0,29.4,70.1,38.3,91.0,75.0,Pedestrian_Event
EVT_01023,2,83.1,10.3,6,15.14,2730.0,0.0,6,25.2,120.1,62.9,32.9,67.5,59.3,82.9,93.7,Low_Activity
EVT_01024,11,15.2,75.5,3,7.71,1872.9,0.36,58,36.5,114.0,61.9,21.3,74.6,56.5,83.5,76.1,Incident
EVT_01025,35,23.0,56.0,5,11.98,1813.6,0.0,85,17.4,79.8,58.1,28.1,64.0,80.3,72.9,100.0,Heavy_Traffic
EVT_01026,0,38.8,25.9,4,7.21,2268.7,0.0,0,11.6,396.1,42.3,26.8,62.2,54.4,97.0,81.9,Free_Flow
EVT_01027,42,15.4,61.3,3,1.22,722.0,0.0,64,2.1,7.0,61.0,19.7,56.9,12.3,88.4,88.9,Incident
EVT_01028,26,30.2,73.6,4,8.54,2426.1,0.0,74,60.0,233.9,56.1,25.7,74.0,66.9,87.2,77.2,Heavy_Traffic
EVT_01029,35,10.3,69.9,10,7.7,2099.2,0.0,40,13.0,259.8,61.3,28.7,50.4,69.8,83.8,98.7,Heavy_Traffic
EVT_01030,38,41.7,65.9,6,9.18,1893.3,3.51,43,56.1,56.5,61.2,28.6,74.5,96.2,97.0,69.6,Heavy_Traffic
EVT_01031,26,41.0,26.9,4,11.06,2808.5,0.0,14,12.7,208.5,68.1,24.0,61.0,64.4,79.7,87.2,Free_Flow
EVT_01032,18,30.6,14.1,24,13.42,2224.3,0.0,25,26.4,139.5,46.7,29.8,65.3,84.7,77.1,91.7,Pedestrian_Event
EVT_01033,28,38.9,70.6,6,9.72,2375.2,0.0,107,4.8,47.0,51.0,25.4,86.0,80.7,90.2,96.8,Heavy_Traffic
EVT_01034,22,24.4,28.6,2,0.5,984.2,0.0,59,2.7,27.2,50.0,19.4,67.5,10.1,89.4,90.6,Incident
EVT_01035,23,59.3,38.6,4,10.98,2791.6,0.0,37,18.9,202.6,67.8,28.0,80.1,85.6,83.1,77.8,Free_Flow
EVT_01036,9,17.5,9.9,36,7.1,2380.4,0.0,14,3.5,44.5,57.1,24.7,64.1,46.3,93.2,92.4,Pedestrian_Event
EVT_01037,0,17.7,68.1,3,23.0,568.2,0.0,17,6.6,4.7,48.3,21.3,64.0,34.4,78.5,74.9,Incident
EVT_01038,6,39.7,10.7,0,23.58,1506.4,0.0,0,5.0,46.8,49.0,17.4,71.8,6.3,82.2,72.4,Low_Activity
EVT_01039,45,6.6,59.3,9,18.61,2495.7,1.77,93,47.8,50.5,61.1,21.0,71.4,21.2,72.3,92.2,Heavy_Traffic
EVT_01040,25,15.0,46.7,16,10.12,1475.9,1.28,26,25.4,146.2,49.4,25.4,60.9,74.4,86.8,76.6,Pedestrian_Event
EVT_01041,44,26.4,55.5,7,8.81,894.2,19.6,40,85.5,52.7,73.9,22.8,93.4,63.9,81.6,68.1,Heavy_Traffic
EVT_01042,4,29.3,18.5,3,15.38,1950.2,0.0,1,26.0,349.5,62.6,28.5,73.1,60.4,77.9,88.0,Low_Activity
EVT_01043,0,39.7,30.9,2,17.88,1530.6,6.29,18,31.6,103.8,54.1,27.0,68.3,15.3,85.6,82.1,Free_Flow
EVT_01044,26,16.3,14.1,36,8.9,1610.9,0.0,72,11.5,47.4,51.1,26.4,56.1,62.6,80.7,86.4,Pedestrian_Event
EVT_01045,31,28.6,41.8,1,11.91,1906.2,4.71,52,52.9,39.0,63.5,27.3,70.3,69.3,76.4,96.8,Free_Flow
EVT_01046,4,13.0,12.3,13,16.42,2746.9,0.3,33,21.3,46.2,46.8,29.7,65.3,50.2,100.0,82.7,Pedestrian_Event
EVT_01047,20,13.3,67.1,26,17.83,2139.9,0.0,10,0.7,80.6,45.4,32.6,58.3,36.7,79.7,88.9,Pedestrian_Event
EVT_01048,17,7.2,87.7,3,13.7,1813.2,0.0,81,2.1,259.0,48.4,31.4,49.1,83.7,80.9,85.7,Heavy_Traffic
EVT_01049,31,38.8,71.5,9,21.68,1367.8,0.0,25,1.3,61.7,55.2,34.3,58.4,30.2,97.8,100.0,Pedestrian_Event
EVT_01050,30,19.8,33.3,2,23.5,656.2,0.0,70,1.6,7.0,48.1,19.0,65.2,16.1,88.6,81.1,Incident
EVT_01051,21,11.4,59.1,22,12.0,1926.5,0.0,45,1.4,170.1,47.1,27.8,62.5,62.5,73.6,84.0,Pedestrian_Event
EVT_01052,39,24.1,79.3,2,10.85,1896.3,3.93,48,43.3,370.2,57.7,25.8,62.5,82.5,88.7,64.7,Heavy_Traffic
EVT_01053,11,38.6,25.1,1,5.59,891.1,0.0,33,2.0,55.4,54.8,25.2,71.7,28.2,88.0,86.5,Free_Flow
EVT_01054,29,30.7,37.8,18,14.66,2039.3,0.0,45,4.3,170.1,54.4,27.2,62.0,84.5,89.6,86.5,Pedestrian_Event
EVT_01055,35,13.5,67.9,12,8.59,1758.4,0.0,79,12.5,350.3,55.5,28.4,55.2,49.8,85.1,89.8,Heavy_Traffic
EVT_01056,25,32.2,44.5,31,15.58,2759.7,0.0,0,5.7,156.2,62.2,36.5,47.0,44.3,87.3,95.7,Pedestrian_Event
EVT_01057,7,61.8,10.6,1,15.73,1721.8,0.0,14,16.8,107.5,54.3,37.1,80.2,61.4,88.5,95.1,Low_Activity
EVT_01058,40,4.3,68.1,8,8.86,1867.1,0.0,17,2.6,102.5,57.8,24.3,69.0,61.3,86.7,86.9,Pedestrian_Event
EVT_01059,9,52.5,39.7,5,12.68,2542.7,0.0,0,4.6,291.5,53.9,34.3,59.9,82.4,88.8,81.9,Free_Flow
EVT_01060,22,41.8,42.5,3,15.03,2029.6,4.48,19,42.0,182.6,66.0,29.4,79.5,56.1,88.9,81.3,Free_Flow
EVT_01061,5,40.9,0.0,0,22.34,1176.1,6.05,3,15.1,251.6,50.6,22.8,61.6,30.4,94.0,68.6,Low_Activity
EVT_01062,36,7.1,42.7,4,18.63,2697.5,0.0,50,1.0,408.2,55.4,26.1,48.5,22.7,95.5,87.5,Heavy_Traffic
EVT_01063,4,36.0,16.4,0,23.26,1225.6,0.0,15,1.5,89.1,51.9,20.1,46.4,34.3,86.0,96.3,Low_Activity
EVT_01064,24,32.3,26.7,30,13.61,2264.8,3.4,42,36.9,45.2,63.4,32.9,65.5,86.7,94.3,88.8,Pedestrian_Event
EVT_01065,29,6.4,90.7,2,21.55,1041.2,0.0,68,42.5,67.5,60.3,32.0,62.6,2.3,80.8,80.2,Incident
EVT_01066,23,35.6,73.4,4,7.56,2080.9,0.0,58,2.6,196.2,64.1,23.1,53.9,77.0,75.7,90.7,Heavy_Traffic
EVT_01067,4,36.8,17.7,0,22.72,1041.1,0.0,0,6.2,387.8,52.5,26.5,59.3,26.7,81.7,82.0,Free_Flow
EVT_01068,25,20.0,43.8,15,12.64,1713.1,2.8,63,43.0,237.4,52.0,31.8,78.6,71.3,79.5,89.6,Pedestrian_Event
EVT_01069,14,73.1,8.7,2,4.34,928.3,0.0,26,9.6,260.8,51.4,20.3,56.4,31.2,80.6,92.7,Low_Activity
EVT_01070,21,28.7,69.5,33,8.21,2201.9,0.0,58,12.7,89.2,50.8,23.3,52.8,42.6,79.4,89.7,Pedestrian_Event
EVT_01071,26,19.2,29.2,6,14.68,1852.2,0.0,9,17.9,491.9,52.0,34.2,57.8,60.8,87.2,89.9,Free_Flow
EVT_01072,9,24.0,33.3,28,18.19,1652.4,4.47,36,45.0,36.6,48.9,28.8,81.3,30.0,81.9,72.6,Pedestrian_Event
EVT_01073,2,31.4,14.3,2,23.99,711.0,0.0,14,5.8,154.6,54.3,17.4,54.7,27.3,87.7,82.6,Low_Activity
EVT_01074,37,0.2,47.6,29,6.65,1528.1,4.45,62,28.6,265.3,66.6,28.1,66.8,41.3,95.6,75.2,Pedestrian_Event
EVT_01075,12,41.6,17.9,1,23.31,1228.8,0.0,24,12.1,46.8,47.6,23.6,64.4,33.0,82.6,80.3,Low_Activity
EVT_01076,43,2.7,50.1,4,15.71,2362.0,0.11,70,45.2,489.7,54.1,32.1,54.3,77.3,86.3,95.4,Free_Flow
EVT_01077,25,38.7,59.5,20,10.92,2199.0,0.46,18,31.2,447.2,52.3,26.6,78.0,95.8,93.2,98.3,Pedestrian_Event
EVT_01078,41,8.6,66.1,3,21.82,415.1,17.76,86,76.1,438.6,73.8,20.4,90.6,26.3,72.0,63.8,Heavy_Traffic
EVT_01079,11,59.0,35.0,3,19.19,960.9,0.0,21,3.1,274.2,63.9,28.6,62.5,33.5,78.5,70.2,Free_Flow
EVT_01080,13,9.5,66.9,8,9.61,1919.2,0.0,63,5.2,350.6,43.7,23.3,61.5,69.1,100.0,82.7,Heavy_Traffic
EVT_01081,25,18.7,86.0,4,0.53,984.6,0.0,17,1.5,11.7,54.8,23.5,59.4,21.2,83.6,87.4,Free_Flow
EVT_01082,20,15.7,26.6,15,9.36,2538.8,0.0,23,2.0,418.2,62.0,27.8,77.5,71.0,90.3,83.3,Pedestrian_Event
EVT_01083,14,37.9,36.8,24,8.69,2113.8,0.0,39,13.1,48.1,44.0,26.6,53.2,66.2,84.9,75.9,Pedestrian_Event
EVT_01084,14,55.1,30.5,8,10.05,2608.4,0.43,36,37.9,80.6,61.4,27.1,65.9,96.2,98.7,92.3,Free_Flow
EVT_01085,25,32.9,46.2,26,8.14,2104.0,7.02,54,49.7,67.6,68.1,22.0,80.7,69.7,85.0,65.3,Pedestrian_Event
EVT_01086,8,39.1,17.7,1,23.68,1068.0,0.84,26,32.6,81.1,52.1,27.3,68.1,17.9,88.9,79.9,Low_Activity
EVT_01087,17,45.6,45.9,5,20.0,1400.9,0.0,27,8.1,103.1,54.6,22.4,61.1,16.8,86.4,70.8,Free_Flow
EVT_01088,40,16.1,56.9,7,18.64,2154.5,0.0,0,0.5,119.4,58.1,25.3,68.0,16.2,86.1,100.0,Heavy_Traffic
EVT_01089,20,10.3,46.9,2,12.14,1888.7,0.0,55,9.6,8.3,55.3,24.5,77.3,80.3,69.1,75.3,Incident
EVT_01090,22,20.4,57.7,5,17.88,2365.7,0.0,0,8.1,2.9,52.2,32.3,52.0,64.0,84.0,81.1,Incident
EVT_01091,10,33.8,25.2,17,18.32,2447.2,0.0,41,12.3,150.7,43.2,26.3,63.2,23.1,94.4,100.0,Pedestrian_Event
EVT_01092,18,40.0,32.7,17,12.81,2530.7,0.0,58,0.5,36.0,56.1,24.1,60.3,91.0,80.1,98.6,Pedestrian_Event
EVT_01093,30,26.3,48.8,43,7.82,1610.5,2.44,32,49.6,61.8,60.4,25.1,78.1,45.9,79.8,67.3,Pedestrian_Event
EVT_01094,3,47.7,21.9,3,17.1,2881.7,0.0,20,0.4,85.8,55.1,35.4,56.5,57.0,80.2,83.7,Free_Flow
EVT_01095,5,20.4,20.7,0,23.02,683.4,0.93,14,40.6,217.1,51.1,20.9,71.5,37.3,65.5,72.9,Low_Activity
EVT_01096,3,20.5,80.2,5,11.84,2566.9,0.0,23,8.1,73.1,51.2,31.3,60.7,80.4,96.2,93.5,Incident
EVT_01097,21,42.5,52.1,17,7.65,1949.6,1.16,59,32.5,35.1,59.2,24.7,51.0,16.2,87.7,77.7,Pedestrian_Event
EVT_01098,29,32.4,39.4,22,8.7,1943.0,0.0,58,21.5,145.8,63.9,27.5,63.8,78.9,76.3,84.2,Pedestrian_Event
EVT_01099,26,25.8,53.6,7,12.8,2105.9,1.17,84,37.6,41.1,62.2,29.4,64.4,65.0,78.3,93.9,Heavy_Traffic
EVT_01100,21,54.6,22.2,4,20.95,1334.3,0.0,35,11.3,374.1,60.7,24.7,52.0,30.5,88.7,100.0,Free_Flow
EVT_01101,11,25.2,52.6,18,18.02,2627.2,0.0,58,13.3,37.3,53.5,33.8,57.5,18.0,84.0,82.0,Pedestrian_Event
EVT_01102,41,30.3,39.0,3,7.02,2052.0,0.0,108,3.5,250.6,71.5,24.3,52.4,34.5,93.6,100.0,Heavy_Traffic
EVT_01103,61,10.1,75.1,10,18.9,2043.5,0.0,91,7.1,173.2,60.7,31.1,71.3,14.9,76.7,87.9,Heavy_Traffic
EVT_01104,11,52.6,7.3,1,23.19,1312.1,0.0,14,22.6,137.7,48.0,24.4,83.0,25.9,75.2,92.4,Low_Activity
EVT_01105,12,60.8,29.9,4,20.74,815.6,0.0,15,10.4,135.6,48.7,21.4,67.1,20.3,93.5,75.6,Free_Flow
EVT_01106,32,15.1,53.4,5,13.36,2034.8,0.0,38,16.9,7.6,62.4,26.8,64.8,99.9,94.3,94.1,Incident
EVT_01107,48,16.2,68.8,12,17.97,2335.0,0.0,41,7.8,86.6,68.1,25.0,67.7,38.7,100.0,96.0,Heavy_Traffic
EVT_01108,26,43.2,25.9,6,8.99,2407.5,2.87,26,38.5,79.8,62.2,24.9,77.3,54.3,94.6,97.6,Free_Flow
EVT_01109,45,13.1,51.4,2,22.17,654.1,6.51,13,51.5,6.7,63.4,30.2,72.0,12.5,94.7,83.9,Incident
EVT_01110,3,2.2,51.3,15,15.89,1951.7,2.91,37,44.7,53.6,43.3,27.6,77.8,58.4,90.8,89.5,Pedestrian_Event
EVT_01111,24,5.8,60.6,15,10.11,1857.3,0.0,32,7.8,48.3,53.6,26.7,77.2,83.9,82.1,74.9,Pedestrian_Event
EVT_01112,16,44.2,19.1,4,9.6,2430.6,0.0,0,19.2,179.6,56.9,30.4,60.0,94.2,75.2,82.5,Free_Flow
EVT_01113,21,42.5,29.3,4,19.54,661.8,0.0,33,9.0,95.5,48.5,28.2,51.2,37.3,96.2,75.9,Free_Flow
EVT_01114,40,17.2,31.7,16,9.38,1818.0,1.49,29,49.6,98.0,60.2,26.7,62.6,70.5,77.8,89.7,Pedestrian_Event
EVT_01115,49,11.2,3.7,15,12.09,1862.5,6.73,8,50.2,475.8,60.1,25.7,67.1,92.5,85.6,88.1,Pedestrian_Event
EVT_01116,8,57.9,5.7,1,23.65,1116.4,0.0,1,0.8,114.9,55.8,24.0,65.5,29.6,79.9,56.7,Low_Activity
EVT_01117,16,25.8,63.3,6,16.34,1280.5,3.82,51,44.5,131.0,54.4,29.4,64.6,70.8,88.8,73.9,Heavy_Traffic
EVT_01118,4,58.2,13.5,0,2.78,1407.9,0.0,15,4.0,167.2,50.9,23.0,67.5,0.1,77.9,77.7,Low_Activity
EVT_01119,44,28.5,80.7,4,8.69,2216.3,0.0,35,10.9,244.9,68.1,23.1,68.4,81.9,75.7,89.9,Heavy_Traffic
EVT_01120,20,62.1,43.3,1,16.71,1669.6,0.0,23,17.7,63.3,59.7,31.6,76.0,55.7,80.1,79.6,Free_Flow
EVT_01121,16,17.4,57.5,6,7.95,1407.6,0.0,83,6.8,88.4,53.5,25.7,60.4,76.5,100.0,87.3,Heavy_Traffic
EVT_01122,44,0.0,39.0,5,7.3,2715.8,0.0,10,2.8,200.2,68.8,25.4,70.2,45.6,86.8,100.0,Heavy_Traffic
EVT_01123,16,53.4,4.5,3,10.37,2624.2,0.0,38,28.1,76.2,59.3,33.6,67.3,67.4,95.5,86.3,Free_Flow
EVT_01124,18,59.4,33.5,5,11.51,2801.9,0.0,26,22.5,43.1,57.6,28.3,55.2,75.7,89.8,82.7,Low_Activity
EVT_01125,27,11.6,66.4,4,9.63,1778.3,0.0,60,8.5,441.2,51.9,25.7,71.0,76.0,95.6,100.0,Heavy_Traffic
EVT_01126,18,13.7,96.0,25,14.07,1282.8,10.87,47,55.3,6.2,54.8,33.2,64.4,71.0,83.2,77.8,Incident
EVT_01127,23,16.1,89.5,4,13.14,2159.9,0.0,28,17.9,125.6,51.3,34.0,73.4,85.6,76.4,88.9,Heavy_Traffic
EVT_01128,0,11.4,27.4,28,14.37,2554.4,0.0,27,3.4,400.1,45.3,31.7,63.3,77.6,85.9,94.6,Free_Flow
EVT_01129,23,63.6,26.8,2,9.18,2065.1,0.0,20,2.8,105.2,69.6,25.6,57.6,76.0,92.3,100.0,Free_Flow
EVT_01130,36,23.6,62.4,11,15.83,1622.8,0.7,38,22.4,167.2,58.8,35.7,54.5,79.4,81.7,77.6,Heavy_Traffic
EVT_01131,3,44.8,8.4,1,23.75,970.3,5.7,28,33.9,285.6,58.2,20.9,75.4,36.1,88.3,87.3,Free_Flow
EVT_01132,26,24.1,72.1,6,15.46,1813.2,0.0,10,19.2,23.7,60.2,26.5,68.4,61.9,80.2,79.4,Incident
EVT_01133,2,83.1,1.7,0,21.24,873.7,0.0,11,26.2,220.8,55.7,36.2,55.9,35.2,90.1,82.8,Low_Activity
EVT_01134,5,19.3,50.8,10,3.9,687.3,0.0,0,1.2,6.6,44.4,24.0,80.7,23.7,79.5,86.4,Incident
EVT_01135,38,7.4,65.3,10,16.25,1779.7,3.14,25,59.8,205.7,49.6,32.7,67.5,61.4,81.5,70.6,Heavy_Traffic
EVT_01136,20,37.2,36.3,2,8.34,2804.0,0.0,43,35.5,45.7,62.0,25.1,68.6,72.9,66.1,94.1,Free_Flow
EVT_01137,25,48.4,38.1,2,15.51,2366.5,0.0,21,1.1,45.3,61.7,23.0,66.7,70.0,80.0,80.1,Free_Flow
EVT_01138,37,24.8,73.8,5,8.64,1793.7,0.0,52,1.0,57.1,66.2,20.2,66.1,60.6,86.3,93.2,Heavy_Traffic
EVT_01139,29,35.6,50.5,7,21.75,1059.6,0.0,29,6.8,172.0,63.9,22.4,55.3,12.4,89.1,76.3,Pedestrian_Event
EVT_01140,20,18.3,82.5,3,9.31,2073.9,0.0,20,36.7,156.3,47.7,26.5,65.6,81.3,85.3,76.6,Heavy_Traffic
EVT_01141,7,51.3,27.6,0,22.73,605.7,0.0,20,0.9,490.3,43.9,24.8,82.4,19.0,91.8,87.4,Low_Activity
EVT_01142,49,13.1,50.9,9,7.13,1629.2,0.0,11,38.2,170.9,61.6,21.8,67.8,41.1,94.6,75.5,Heavy_Traffic
EVT_01143,10,59.4,15.0,2,9.63,2507.2,0.0,15,34.0,207.3,59.4,25.5,57.6,70.9,90.4,95.4,Low_Activity
EVT_01144,40,26.3,33.0,16,16.81,1877.4,5.7,22,27.8,391.1,57.9,31.5,59.2,57.7,78.0,70.1,Free_Flow
EVT_01145,15,11.2,19.6,24,17.88,2375.3,0.0,58,7.2,94.5,52.6,29.4,66.7,45.5,69.0,100.0,Pedestrian_Event
EVT_01146,35,25.7,72.5,24,8.24,1544.8,4.45,54,36.3,171.7,61.1,24.4,67.1,51.8,89.2,86.4,Pedestrian_Event
EVT_01147,35,30.6,28.4,5,7.41,1456.9,0.0,61,0.5,490.9,57.6,23.6,58.0,46.9,93.9,92.9,Heavy_Traffic
EVT_01148,35,5.5,43.5,10,4.21,1240.1,1.07,48,57.0,3.0,61.8,23.0,74.5,9.0,88.4,69.9,Incident
EVT_01149,7,30.5,9.1,2,4.39,1488.9,0.0,18,13.1,84.5,46.1,20.3,52.0,17.0,84.8,82.5,Low_Activity
EVT_01150,7,33.3,3.3,0,1.43,1162.3,0.0,34,2.6,57.8,47.0,20.1,68.8,41.2,87.6,100.0,Low_Activity
EVT_01151,1,31.2,51.4,19,14.12,2303.4,0.0,46,1.2,394.9,48.1,34.8,68.4,62.2,82.2,76.7,Pedestrian_Event
EVT_01152,4,34.5,11.7,1,23.43,733.3,0.66,12,48.6,177.6,53.0,19.9,74.1,25.4,100.0,60.5,Low_Activity
EVT_01153,4,68.5,15.4,1,4.46,714.6,0.0,0,10.6,50.9,54.5,22.2,57.8,14.5,88.8,91.5,Low_Activity
EVT_01154,5,24.4,14.1,1,23.76,1204.1,1.18,24,25.6,237.1,40.0,15.3,69.8,30.3,90.6,76.4,Low_Activity
EVT_01155,25,32.2,9.7,6,6.64,2220.1,0.0,35,12.4,193.7,54.4,26.5,66.8,21.3,61.7,77.4,Free_Flow
EVT_01156,21,49.0,26.8,4,11.5,2716.5,0.0,34,2.1,71.3,62.5,26.6,67.7,80.0,77.1,90.2,Free_Flow
EVT_01157,29,55.4,30.9,4,9.54,2762.6,0.0,0,3.7,72.7,59.5,25.2,61.5,63.7,86.3,100.0,Free_Flow
EVT_01158,6,46.0,2.1,1,3.12,1563.4,0.0,0,3.0,332.0,45.0,20.8,57.8,32.2,76.6,85.5,Low_Activity
EVT_01159,18,42.2,39.7,32,12.97,2011.4,0.0,38,5.7,60.6,57.8,32.6,47.6,63.7,94.0,100.0,Pedestrian_Event
EVT_01160,3,54.1,3.6,2,22.57,1119.7,0.0,9,15.4,439.0,47.6,17.7,74.9,21.6,80.6,92.8,Low_Activity
EVT_01161,2,36.3,36.7,2,8.34,1977.8,5.72,31,49.9,193.7,54.4,23.0,60.1,61.9,89.2,84.4,Free_Flow
EVT_01162,43,14.8,67.7,6,20.21,1024.8,0.0,88,7.8,86.7,55.9,22.8,64.5,2.8,83.2,98.3,Heavy_Traffic
EVT_01163,24,44.4,37.4,8,18.29,2078.9,5.24,22,49.4,65.3,60.1,27.5,80.6,30.8,93.6,91.6,Free_Flow
EVT_01164,14,36.4,23.2,1,5.55,1219.0,0.0,23,10.0,88.2,49.6,26.6,49.0,15.6,76.9,100.0,Free_Flow
EVT_01165,3,71.1,3.2,4,23.93,1124.1,0.39,1,25.8,53.8,41.6,25.7,61.5,23.0,89.3,86.0,Low_Activity
EVT_01166,15,11.2,77.0,7,9.06,1936.2,4.29,72,59.1,254.5,50.5,31.4,71.0,62.1,90.8,77.6,Heavy_Traffic
EVT_01167,23,54.9,35.5,5,17.66,1995.5,0.0,0,1.7,221.7,58.8,33.7,54.6,31.7,90.0,88.6,Free_Flow
EVT_01168,25,23.1,83.3,4,10.11,1752.9,6.98,56,46.4,177.4,58.3,32.3,88.3,67.5,79.2,73.9,Heavy_Traffic
EVT_01169,12,63.5,15.9,2,19.9,699.8,0.0,16,0.5,329.1,53.0,29.6,59.7,0.0,82.0,76.4,Low_Activity
EVT_01170,6,46.9,12.0,1,23.65,1061.1,0.0,19,1.8,245.1,55.0,24.1,63.3,21.4,83.3,76.7,Low_Activity
EVT_01171,45,21.2,43.7,16,8.48,1652.8,7.07,7,51.3,155.0,59.7,26.2,84.0,58.9,78.0,89.3,Heavy_Traffic
EVT_01172,50,31.6,80.8,5,10.26,1784.0,0.0,68,33.1,100.4,60.4,27.8,64.2,84.7,86.3,68.6,Heavy_Traffic
EVT_01173,15,49.2,20.7,5,19.07,1352.5,0.13,16,42.1,299.3,54.7,31.2,68.7,28.5,68.4,82.2,Free_Flow
EVT_01174,25,60.5,55.2,4,16.65,1909.3,0.0,32,1.1,206.9,65.4,35.6,59.1,65.8,75.8,86.5,Pedestrian_Event
