event_id,road_occupancy_pct,pedestrian_count,vehicle_count,avg_vehicle_speed_kmph,signal_wait_time_s,time_of_day_hr,noise_level_db,ambient_temperature_c,camera_exposure_score,humidity_pct,label
EVT_00567,58.7,23,9,38.7,37,13.21,51.3,23.9,90.3,68.4,Pedestrian_Event
EVT_00568,35.1,16,13,23.2,10,13.16,56.8,29.5,85.2,71.3,Pedestrian_Event
EVT_00569,47.2,3,30,21.1,56,20.51,52.2,19.2,18.1,75.3,Incident
EVT_00570,22.0,4,28,47.6,0,10.19,63.9,26.0,74.5,79.3,Free_Flow
EVT_00571,60.9,7,26,1.5,67,18.65,67.0,30.9,21.8,59.3,Heavy_Traffic
EVT_00572,54.7,5,34,26.9,80,7.93,57.2,29.9,48.9,65.8,Heavy_Traffic
EVT_00573,41.1,27,27,41.1,62,18.07,63.3,32.0,27.4,74.7,Pedestrian_Event
EVT_00574,55.8,5,23,18.9,99,8.72,53.7,29.5,51.3,81.9,Incident
EVT_00575,35.1,3,20,61.2,32,17.12,54.2,25.6,29.4,70.0,Free_Flow
EVT_00576,0.0,1,3,51.4,10,0.14,55.2,15.3,1.5,71.5,Low_Activity
EVT_00577,61.7,16,35,3.9,31,10.94,58.9,24.9,84.9,60.9,Pedestrian_Event
EVT_00578,5.3,1,5,43.9,7,3.19,56.3,21.2,25.3,69.5,Low_Activity
EVT_00579,41.7,3,11,24.7,13,21.63,51.6,26.0,23.0,69.6,Free_Flow
EVT_00580,17.0,3,8,37.1,45,5.22,56.8,20.3,16.5,76.8,Free_Flow
EVT_00581,30.8,3,25,6.2,41,10.93,51.4,31.5,69.8,69.5,Incident
EVT_00582,56.1,5,30,34.4,24,7.14,54.1,18.9,45.6,70.8,Heavy_Traffic
EVT_00583,5.0,0,4,29.0,23,3.85,41.9,19.3,12.1,80.8,Low_Activity
EVT_00584,15.0,2,5,32.8,2,18.32,60.3,21.0,19.7,87.5,Low_Activity
EVT_00585,27.2,17,30,16.0,64,12.85,55.3,28.9,63.2,50.9,Incident
EVT_00586,24.4,1,2,51.4,8,23.35,42.8,18.0,10.3,78.0,Low_Activity
EVT_00587,27.9,12,18,42.3,35,11.99,58.0,33.3,73.2,55.4,Free_Flow
EVT_00588,23.5,2,21,35.2,9,5.52,62.8,20.0,6.3,58.3,Free_Flow
EVT_00589,39.6,23,27,30.5,16,14.78,62.8,33.8,87.8,66.3,Pedestrian_Event
EVT_00590,39.2,3,0,53.9,25,12.87,50.9,34.5,68.3,66.1,Free_Flow
EVT_00591,15.5,3,26,45.3,29,16.46,48.1,40.6,60.9,57.4,Free_Flow
EVT_00592,13.9,1,2,47.7,8,0.26,55.3,25.6,20.0,75.1,Low_Activity
EVT_00593,3.3,10,7,44.9,0,17.69,59.2,32.8,57.3,63.4,Low_Activity
EVT_00594,9.4,1,16,51.9,0,23.14,63.5,21.2,27.8,89.1,Low_Activity
EVT_00595,25.8,5,7,48.5,33,10.11,53.0,25.9,77.7,70.3,Free_Flow
EVT_00596,95.3,5,35,19.2,75,11.56,65.9,28.3,77.0,68.0,Heavy_Traffic
EVT_00597,31.0,7,8,21.9,59,8.19,50.8,22.5,62.0,65.6,Pedestrian_Event
EVT_00598,27.8,15,20,0.0,40,16.66,51.5,32.8,63.8,67.7,Incident
EVT_00599,0.0,2,3,43.1,23,0.68,53.8,21.0,4.7,62.2,Low_Activity
EVT_00600,1.9,6,13,64.3,37,19.96,46.7,22.1,24.6,82.3,Free_Flow
EVT_00601,53.2,5,45,19.1,57,16.74,70.0,30.3,31.7,69.9,Heavy_Traffic
EVT_00602,41.8,6,26,0.0,0,12.13,54.8,27.7,99.8,60.7,Incident
EVT_00603,59.9,2,21,10.6,134,16.09,59.4,27.7,59.7,80.0,Heavy_Traffic
EVT_00604,30.2,3,19,13.0,49,3.52,57.3,19.8,33.2,68.4,Incident
EVT_00605,39.1,8,4,26.9,35,20.57,42.0,27.4,8.6,61.3,Pedestrian_Event
EVT_00606,43.4,1,24,43.6,38,21.06,53.6,22.3,39.9,66.4,Free_Flow
EVT_00607,55.5,21,17,16.0,61,14.73,57.0,32.1,74.2,93.4,Pedestrian_Event
EVT_00608,5.3,2,5,59.2,17,18.06,64.1,26.4,41.1,98.8,Low_Activity
EVT_00609,58.4,3,21,22.2,60,10.2,46.6,29.0,49.2,66.1,Incident
EVT_00610,20.0,13,13,34.8,45,15.08,61.6,30.7,58.9,52.7,Pedestrian_Event
EVT_00611,14.3,1,1,49.8,25,22.57,49.8,20.8,18.6,80.2,Low_Activity
EVT_00612,66.3,1,31,21.6,35,3.94,50.8,15.2,7.2,66.7,Incident
EVT_00613,56.0,29,30,45.3,95,14.43,58.7,32.0,74.9,51.8,Pedestrian_Event
EVT_00614,81.2,1,17,12.5,21,17.05,59.2,34.4,64.4,57.2,Heavy_Traffic
EVT_00615,58.3,9,22,19.6,52,17.25,50.4,29.8,61.3,64.7,Heavy_Traffic
EVT_00616,19.9,2,22,62.0,28,23.09,58.1,30.6,22.6,61.1,Free_Flow
EVT_00617,65.2,2,17,23.8,24,23.25,46.1,21.0,20.8,75.9,Incident
EVT_00618,25.1,19,11,32.4,30,17.57,51.1,33.4,50.4,67.4,Pedestrian_Event
EVT_00619,60.4,35,26,23.3,52,7.97,53.7,19.6,42.2,68.7,Pedestrian_Event
EVT_00620,62.9,4,19,13.2,94,8.26,48.1,25.9,76.2,72.2,Heavy_Traffic
EVT_00621,4.1,2,1,50.0,9,22.85,48.6,24.5,25.5,65.8,Low_Activity
EVT_00622,15.0,2,11,48.8,36,21.08,48.8,24.0,24.1,79.2,Free_Flow
EVT_00623,55.3,2,36,20.9,35,6.32,61.5,19.4,42.2,70.9,Heavy_Traffic
EVT_00624,24.1,2,18,57.5,30,21.16,60.0,21.4,28.1,79.6,Free_Flow
EVT_00625,34.5,30,35,28.3,49,19.79,57.7,26.7,38.7,65.0,Pedestrian_Event
EVT_00626,14.1,8,19,33.0,38,12.28,64.3,34.6,78.2,66.0,Free_Flow
EVT_00627,81.8,3,49,15.3,0,19.26,62.6,31.1,16.5,73.0,Heavy_Traffic
EVT_00628,17.4,0,4,67.9,18,8.65,58.3,28.7,63.2,91.4,Low_Activity
EVT_00629,6.2,2,8,52.5,28,6.06,52.5,22.1,40.3,73.9,Free_Flow
EVT_00630,0.0,1,5,19.6,22,21.7,46.3,19.3,18.0,77.6,Low_Activity
EVT_00631,38.1,2,17,42.4,26,15.51,55.9,36.8,93.7,59.8,Low_Activity
EVT_00632,36.8,11,15,61.0,25,19.29,57.0,32.8,41.0,62.9,Free_Flow
EVT_00633,6.9,1,3,24.4,12,4.4,46.8,22.5,21.2,71.6,Low_Activity
EVT_00634,27.4,1,4,56.4,25,23.29,48.0,20.1,9.2,64.0,Low_Activity
EVT_00635,55.5,6,13,42.5,10,19.96,47.5,29.5,16.2,73.8,Heavy_Traffic
EVT_00636,67.2,31,12,21.2,62,18.92,44.4,32.5,22.7,70.6,Pedestrian_Event
EVT_00637,31.6,7,16,39.7,21,20.14,59.3,26.9,36.9,54.8,Free_Flow
EVT_00638,23.7,3,12,30.7,19,14.93,67.1,26.3,70.6,100.0,Free_Flow
EVT_00639,14.8,1,15,63.5,9,22.93,59.1,20.2,0.2,63.3,Free_Flow
EVT_00640,50.8,16,20,8.9,50,8.03,55.5,27.0,49.0,51.3,Pedestrian_Event
EVT_00641,59.2,10,18,6.0,54,9.9,54.1,26.3,69.5,84.1,Incident
EVT_00642,56.3,8,45,24.5,44,14.21,55.8,33.2,73.9,49.9,Incident
EVT_00643,83.0,10,34,16.0,54,15.68,66.9,34.0,51.8,51.8,Heavy_Traffic
EVT_00644,46.7,22,19,30.2,16,16.28,50.6,37.4,53.8,70.8,Pedestrian_Event
EVT_00645,5.6,1,8,20.6,27,7.2,44.8,20.8,44.3,79.0,Low_Activity
EVT_00646,87.9,5,44,14.4,62,7.69,57.3,17.5,48.0,78.8,Heavy_Traffic
EVT_00647,15.0,2,7,26.9,33,22.54,40.7,29.3,31.5,59.5,Low_Activity
EVT_00648,61.0,8,36,22.4,90,17.83,64.5,22.0,52.7,74.0,Heavy_Traffic
EVT_00649,55.5,17,11,17.2,47,15.38,48.5,33.5,66.5,68.1,Incident
EVT_00650,19.4,1,14,54.8,24,8.23,67.7,22.2,57.3,100.0,Free_Flow
EVT_00651,39.6,10,10,33.5,42,5.47,42.2,26.9,7.9,54.6,Pedestrian_Event
EVT_00652,14.0,21,36,31.5,32,12.84,55.4,33.2,94.3,66.4,Pedestrian_Event
EVT_00653,48.8,13,26,29.7,24,7.87,57.4,22.5,62.5,71.0,Pedestrian_Event
EVT_00654,41.3,30,7,50.5,30,18.17,56.9,31.5,49.0,69.7,Pedestrian_Event
EVT_00655,75.5,2,30,28.9,39,23.72,54.0,26.4,42.2,63.9,Incident
EVT_00656,41.6,2,21,31.3,38,17.93,52.6,32.8,33.2,65.5,Pedestrian_Event
EVT_00657,47.8,30,30,36.3,10,13.28,52.2,29.7,92.3,74.7,Pedestrian_Event
EVT_00658,48.3,10,44,12.0,62,18.83,56.2,28.2,22.4,64.7,Heavy_Traffic
EVT_00659,87.7,7,51,26.6,110,17.71,61.4,24.0,63.2,64.7,Heavy_Traffic
EVT_00660,35.2,4,24,58.3,27,23.12,66.3,18.8,23.0,70.6,Free_Flow
EVT_00661,41.5,23,35,14.1,109,17.34,68.6,26.4,38.4,86.3,Incident
EVT_00662,9.4,1,1,43.1,14,22.47,45.8,24.8,26.6,49.1,Free_Flow
EVT_00663,48.5,2,0,18.4,0,1.91,42.0,22.7,22.2,70.2,Incident
EVT_00664,5.1,1,4,32.7,10,23.2,55.4,17.1,8.4,69.6,Low_Activity
EVT_00665,60.0,3,50,31.8,60,6.43,58.6,20.6,13.3,69.9,Heavy_Traffic
EVT_00666,47.1,2,18,37.8,7,5.79,44.1,26.1,31.4,74.6,Free_Flow
EVT_00667,40.9,3,46,19.7,33,4.59,68.7,22.3,13.0,75.5,Incident
EVT_00668,37.1,7,15,46.9,30,15.0,64.7,31.9,57.8,87.6,Free_Flow
EVT_00669,70.7,3,56,36.4,64,8.27,65.4,20.3,49.6,70.8,Heavy_Traffic
EVT_00670,43.4,2,20,52.4,2,22.34,64.1,19.7,27.2,82.0,Free_Flow
EVT_00671,49.5,11,24,26.2,50,20.5,56.8,21.2,6.0,71.4,Pedestrian_Event
EVT_00672,35.8,38,12,41.3,14,18.75,59.9,27.1,22.4,73.9,Pedestrian_Event
EVT_00673,37.1,4,2,0.0,43,2.2,53.7,18.5,17.8,89.5,Incident
EVT_00674,38.7,3,21,49.1,29,22.87,61.2,19.8,40.4,80.3,Free_Flow
EVT_00675,54.3,9,45,15.1,69,9.86,62.3,23.1,74.2,86.2,Free_Flow
EVT_00676,35.3,1,8,52.6,20,5.09,51.6,18.0,13.4,54.1,Free_Flow
EVT_00677,23.1,19,9,23.9,72,10.88,43.9,26.3,64.6,56.2,Free_Flow
EVT_00678,17.8,3,6,53.3,28,19.33,49.2,35.0,14.7,57.2,Low_Activity
EVT_00679,0.0,0,6,51.4,13,2.87,43.9,16.7,25.3,74.8,Low_Activity
EVT_00680,68.4,7,28,25.3,84,18.62,63.2,30.3,17.4,73.8,Heavy_Traffic
EVT_00681,30.6,3,20,31.6,23,14.08,56.6,27.9,72.6,72.2,Free_Flow
EVT_00682,43.3,2,38,16.6,80,20.72,67.8,29.0,9.3,70.9,Heavy_Traffic
EVT_00683,65.3,11,41,27.6,37,15.84,66.4,31.4,65.8,70.1,Heavy_Traffic
EVT_00684,27.8,10,0,9.2,33,18.17,48.9,26.0,19.6,56.3,Incident
EVT_00685,58.4,10,33,23.6,106,10.06,63.1,32.6,73.8,60.2,Incident
EVT_00686,40.4,3,7,50.8,20,12.41,57.0,27.7,87.7,46.4,Heavy_Traffic
EVT_00687,29.9,21,29,17.9,35,7.83,56.8,19.9,62.6,66.8,Pedestrian_Event
EVT_00688,72.1,4,37,20.4,13,18.71,55.7,33.3,13.7,70.5,Heavy_Traffic
EVT_00689,39.1,2,12,45.8,13,21.03,47.9,28.0,22.4,57.6,Free_Flow
EVT_00690,17.2,6,20,30.0,34,13.13,58.8,39.1,69.6,60.8,Incident
EVT_00691,18.4,33,29,26.9,38,16.93,58.8,28.7,50.5,59.7,Pedestrian_Event
EVT_00692,60.0,9,14,44.6,27,16.48,49.3,30.8,39.2,66.4,Pedestrian_Event
EVT_00693,29.6,8,18,7.7,40,17.16,63.7,31.7,58.4,100.0,Incident
EVT_00694,56.1,3,36,10.1,94,12.02,68.4,26.4,92.1,62.1,Heavy_Traffic
EVT_00695,61.7,6,27,15.4,53,9.95,60.0,22.5,67.5,63.6,Pedestrian_Event
EVT_00696,28.7,15,0,18.1,35,9.28,42.9,22.5,81.0,71.0,Pedestrian_Event
EVT_00697,51.9,7,27,41.7,32,10.19,63.0,24.4,80.5,71.0,Free_Flow
EVT_00698,57.0,25,28,28.7,26,20.32,60.2,27.0,13.3,75.7,Pedestrian_Event
EVT_00699,31.5,11,23,19.0,0,18.97,65.7,30.3,20.0,67.6,Heavy_Traffic
EVT_00700,56.9,5,10,11.0,77,7.36,47.0,16.7,39.5,62.2,Incident
EVT_00701,1.3,0,5,16.6,17,5.62,44.1,23.6,20.1,79.8,Low_Activity
EVT_00702,23.3,7,6,66.5,23,22.05,43.2,23.5,21.6,66.4,Free_Flow
EVT_00703,72.5,3,35,12.3,21,21.86,62.7,25.5,25.5,95.6,Incident
EVT_00704,25.8,9,29,11.6,99,15.47,65.9,31.7,63.7,57.4,Incident
EVT_00705,41.4,11,32,28.5,3,21.4,53.4,34.1,23.1,56.8,Heavy_Traffic
EVT_00706,67.2,7,41,19.8,86,18.16,64.3,27.2,14.3,78.0,Heavy_Traffic
EVT_00707,40.0,6,33,0.3,57,2.99,62.7,19.7,11.4,63.8,Incident
EVT_00708,64.6,25,29,16.6,104,6.76,64.9,22.3,30.0,70.6,Heavy_Traffic
EVT_00709,26.0,9,13,3.0,93,12.02,44.8,32.8,86.4,59.3,Incident
EVT_00710,19.4,1,4,39.4,26,23.33,39.6,22.3,8.1,64.5,Low_Activity
EVT_00711,11.5,4,12,43.8,23,10.21,55.4,25.2,96.8,80.9,Low_Activity
EVT_00712,6.1,0,3,59.8,10,3.86,41.6,24.0,0.0,68.3,Low_Activity
EVT_00713,60.7,26,26,19.0,71,6.52,61.2,22.9,45.8,95.6,Pedestrian_Event
EVT_00714,60.4,2,14,52.4,20,5.04,53.6,18.8,14.2,67.9,Free_Flow
EVT_00715,67.4,7,26,21.7,19,8.43,54.6,19.5,73.2,70.5,Heavy_Traffic
EVT_00716,31.7,6,26,32.1,19,21.4,63.7,20.3,40.5,68.3,Free_Flow
EVT_00717,49.7,10,18,28.9,18,15.8,53.0,35.1,62.3,62.2,Heavy_Traffic
EVT_00718,9.9,0,6,60.3,0,3.34,47.3,17.0,21.1,80.1,Low_Activity
EVT_00719,20.8,4,3,30.0,10,13.62,61.4,34.5,100.0,61.7,Low_Activity
EVT_00720,38.6,5,22,34.9,23,10.29,56.7,25.7,74.5,55.7,Free_Flow
EVT_00721,91.0,20,40,13.8,106,7.48,79.9,13.9,43.7,81.1,Heavy_Traffic
EVT_00722,36.9,1,24,13.9,63,5.76,54.4,23.5,45.7,58.1,Incident
EVT_00723,11.0,4,8,45.4,0,10.37,61.5,25.1,70.1,61.1,Free_Flow
EVT_00724,4.3,0,6,64.3,14,15.7,49.9,34.1,56.7,53.8,Free_Flow
EVT_00725,48.0,6,45,10.6,48,19.23,62.4,25.8,22.6,51.8,Heavy_Traffic
EVT_00726,54.6,8,16,13.7,38,7.76,47.3,22.7,31.0,72.8,Incident
EVT_00727,64.3,8,49,17.0,30,9.29,61.4,23.8,76.6,61.5,Heavy_Traffic
EVT_00728,28.2,6,42,15.4,35,11.09,57.8,25.0,89.5,75.0,Incident
EVT_00729,4.6,1,3,76.8,18,5.8,52.0,17.5,32.1,63.8,Low_Activity
EVT_00730,39.0,7,24,14.9,55,20.08,51.3,23.1,30.0,65.5,Heavy_Traffic
EVT_00731,20.3,0,30,58.1,24,20.83,51.0,26.7,32.6,54.7,Pedestrian_Event
EVT_00732,96.3,4,1,16.6,53,1.65,51.9,21.1,10.8,76.8,Incident
EVT_00733,50.3,10,19,32.1,70,16.77,67.8,25.0,48.7,81.6,Pedestrian_Event
EVT_00734,59.3,6,49,7.2,59,17.61,60.2,25.3,31.6,84.9,Heavy_Traffic
EVT_00735,8.8,2,8,36.0,16,19.92,47.6,31.7,23.9,75.8,Low_Activity
EVT_00736,72.3,5,40,35.2,49,7.2,57.9,21.8,36.0,59.1,Heavy_Traffic
EVT_00737,36.8,3,21,52.1,40,16.72,54.7,35.2,72.6,37.0,Free_Flow
EVT_00738,39.1,3,17,32.2,31,21.86,44.4,26.2,17.0,68.7,Free_Flow
EVT_00739,19.5,7,12,42.9,47,16.63,61.1,30.0,58.3,55.6,Free_Flow
EVT_00740,40.8,3,10,38.6,12,10.95,54.0,30.0,90.8,64.7,Free_Flow
EVT_00741,4.2,0,5,73.6,19,23.92,59.1,21.0,37.5,66.0,Low_Activity
EVT_00742,40.6,9,22,26.9,9,19.84,56.3,26.8,29.6,66.1,Incident
EVT_00743,35.6,9,10,31.0,34,8.9,57.1,26.4,49.5,91.4,Free_Flow
EVT_00744,61.5,3,43,11.3,43,22.89,67.3,15.9,5.9,100.0,Incident
EVT_00745,59.2,7,37,46.0,50,11.26,62.3,30.0,66.8,68.8,Heavy_Traffic
EVT_00746,62.2,6,55,17.8,63,10.1,66.8,28.5,96.8,56.8,Heavy_Traffic
EVT_00747,21.1,0,11,70.3,21,23.71,68.9,32.4,11.8,65.4,Low_Activity
EVT_00748,56.0,8,20,20.3,0,12.99,53.9,26.0,100.0,52.4,Pedestrian_Event
EVT_00749,80.3,7,17,22.9,47,16.77,47.5,37.3,54.4,58.4,Heavy_Traffic
EVT_00750,66.4,27,17,34.4,29,13.47,65.3,34.4,93.1,83.1,Pedestrian_Event
EVT_00751,42.7,6,37,19.2,75,8.18,59.3,20.2,63.3,69.0,Heavy_Traffic
EVT_00752,43.7,9,21,17.5,54,19.48,51.7,27.3,26.8,80.4,Heavy_Traffic
EVT_00753,60.1,5,42,26.3,52,10.59,69.3,27.3,61.4,75.1,Heavy_Traffic
EVT_00754,59.5,4,31,17.5,35,14.85,62.3,29.5,74.5,61.2,Heavy_Traffic
EVT_00755,58.6,9,22,17.5,43,16.31,45.3,28.8,74.8,54.3,Incident
EVT_00756,43.7,6,6,35.5,0,8.21,57.2,27.1,59.0,85.0,Free_Flow
EVT_00757,45.8,15,1,9.7,20,13.19,51.7,31.9,76.4,78.3,Incident
EVT_00758,59.5,4,40,25.1,75,16.35,71.1,33.7,74.1,72.3,Heavy_Traffic
EVT_00759,25.9,6,24,16.6,52,8.15,50.9,18.4,53.9,70.7,Heavy_Traffic
EVT_00760,26.9,4,17,44.8,25,12.62,52.0,29.4,100.0,56.4,Free_Flow
EVT_00761,20.8,17,16,35.8,5,18.32,60.6,29.2,42.1,73.2,Pedestrian_Event
EVT_00762,60.8,4,31,21.9,71,20.63,57.2,31.7,17.6,58.7,Heavy_Traffic
EVT_00763,12.6,2,7,31.0,23,19.87,43.7,27.9,23.9,69.7,Low_Activity
EVT_00764,2.6,1,6,41.1,19,6.2,48.4,19.6,52.1,59.1,Low_Activity
EVT_00765,11.9,3,14,41.1,21,2.56,49.6,19.6,10.0,60.7,Low_Activity
EVT_00766,66.4,5,29,28.1,62,18.11,55.0,32.9,50.1,38.7,Heavy_Traffic
EVT_00767,75.0,7,37,18.9,64,7.44,67.8,22.8,54.9,70.9,Heavy_Traffic
EVT_00768,77.9,3,25,15.3,18,8.66,48.5,29.1,55.3,64.9,Heavy_Traffic
EVT_00769,30.6,7,18,38.3,33,13.48,55.9,31.0,57.5,48.9,Free_Flow
EVT_00770,34.5,10,13,43.5,5,10.18,54.3,29.7,79.1,60.0,Free_Flow
EVT_00771,23.1,3,23,16.8,50,14.4,54.8,33.0,81.5,81.5,Free_Flow
EVT_00772,56.3,6,25,25.8,61,17.23,56.0,32.8,55.3,60.8,Heavy_Traffic
EVT_00773,53.7,10,30,8.3,69,7.74,57.0,25.0,52.4,81.6,Heavy_Traffic
EVT_00774,22.1,3,11,49.1,43,23.1,59.9,21.3,30.6,73.6,Free_Flow
EVT_00775,60.8,8,13,15.8,79,17.35,58.1,30.0,53.1,71.6,Incident
EVT_00776,66.0,14,47,13.1,76,9.56,60.3,26.9,82.8,60.8,Heavy_Traffic
EVT_00777,3.2,1,4,19.3,0,15.57,48.6,25.1,63.6,58.3,Low_Activity
EVT_00778,6.4,0,6,19.8,18,23.63,51.8,21.2,0.0,58.1,Low_Activity
EVT_00779,31.7,2,17,36.2,15,23.5,44.0,26.6,17.4,64.0,Free_Flow
EVT_00780,55.1,6,36,15.5,9,21.33,62.4,29.7,2.4,63.6,Heavy_Traffic
EVT_00781,33.1,1,12,47.4,25,5.89,58.2,18.8,24.1,64.0,Free_Flow
EVT_00782,88.3,6,35,11.0,69,18.08,56.5,31.9,19.8,58.0,Heavy_Traffic
EVT_00783,29.0,31,26,21.6,60,11.82,59.8,31.7,72.5,53.4,Free_Flow
EVT_00784,74.1,4,42,21.1,16,18.61,59.8,32.5,27.2,52.3,Heavy_Traffic
EVT_00785,36.6,43,2,15.6,36,15.01,49.3,32.7,56.4,60.7,Pedestrian_Event
EVT_00786,42.8,29,30,2.4,60,18.68,62.1,19.4,28.2,84.8,Pedestrian_Event
EVT_00787,48.7,1,23,23.9,27,22.95,63.9,12.3,14.7,71.8,Free_Flow
EVT_00788,73.1,3,36,14.7,75,9.33,57.5,24.0,66.8,68.4,Heavy_Traffic
EVT_00789,36.8,9,11,43.9,10,7.01,61.1,25.1,30.1,61.8,Free_Flow
EVT_00790,22.5,4,18,5.0,30,9.71,52.1,28.7,74.7,59.6,Incident
EVT_00791,34.5,3,40,23.9,114,21.07,52.5,25.5,23.3,66.6,Heavy_Traffic
EVT_00792,59.2,1,22,22.8,71,4.51,57.2,24.9,42.8,78.1,Incident
EVT_00793,33.5,6,22,21.5,65,18.11,43.2,31.2,30.2,63.2,Incident
EVT_00794,81.5,6,42,14.7,110,20.96,61.6,24.7,10.8,70.5,Heavy_Traffic
EVT_00795,14.0,1,2,50.9,4,2.4,47.2,20.1,22.3,77.6,Low_Activity
EVT_00796,35.3,7,5,47.8,34,19.9,45.5,30.9,23.1,43.3,Free_Flow
EVT_00797,35.9,1,10,39.3,8,5.32,50.3,25.0,4.8,66.4,Free_Flow
EVT_00798,33.4,6,22,35.8,37,7.56,60.8,27.6,38.4,53.0,Free_Flow
EVT_00799,100.0,2,50,20.2,53,10.46,76.2,31.3,68.2,64.8,Heavy_Traffic
EVT_00800,41.9,6,30,15.4,0,20.28,60.7,23.2,24.2,91.8,Heavy_Traffic
EVT_00801,34.2,6,14,54.8,9,18.81,69.6,28.5,10.2,66.1,Free_Flow
EVT_00802,41.4,6,37,11.6,58,15.65,60.5,29.5,73.8,84.3,Incident
EVT_00803,14.5,2,18,64.4,44,13.33,59.9,28.1,74.4,73.3,Free_Flow
EVT_00804,22.0,2,24,58.8,33,19.0,63.1,25.8,25.7,51.9,Free_Flow
EVT_00805,22.5,15,22,49.5,16,17.49,59.3,23.6,33.9,55.7,Low_Activity
EVT_00806,23.3,2,16,52.3,10,5.01,55.3,22.8,18.2,75.2,Free_Flow
EVT_00807,42.9,23,18,36.4,0,13.86,50.5,30.2,79.4,60.8,Pedestrian_Event
EVT_00808,58.9,35,6,36.4,47,7.27,51.1,17.8,47.6,63.3,Pedestrian_Event
EVT_00809,8.4,3,3,60.6,11,18.96,54.1,28.3,30.7,78.7,Free_Flow
EVT_00810,20.3,2,15,70.2,8,22.64,41.8,20.0,29.4,60.0,Low_Activity
EVT_00811,27.3,8,4,29.7,50,15.05,54.9,34.5,72.3,50.2,Pedestrian_Event
EVT_00812,4.1,0,4,47.1,20,3.49,51.6,23.8,23.4,53.4,Low_Activity
EVT_00813,8.5,2,5,49.4,0,23.38,54.5,28.5,6.8,48.5,Low_Activity
EVT_00814,32.0,32,32,6.8,48,7.78,69.9,21.3,52.4,100.0,Free_Flow
EVT_00815,22.8,0,2,45.6,12,23.06,49.5,31.6,26.9,63.9,Low_Activity
EVT_00816,62.7,19,10,27.6,79,7.71,51.2,24.6,28.7,60.5,Pedestrian_Event
EVT_00817,68.3,7,19,19.1,63,18.45,43.8,30.0,39.0,68.7,Incident
EVT_00818,27.1,5,21,27.1,18,16.63,54.9,31.6,47.8,54.3,Free_Flow
EVT_00819,0.0,2,6,45.4,0,4.08,53.9,17.0,19.9,83.4,Low_Activity
EVT_00820,58.1,22,9,28.4,36,9.69,53.0,22.8,81.2,56.8,Pedestrian_Event
EVT_00821,30.5,5,16,42.0,24,5.32,59.7,25.2,32.6,73.7,Free_Flow
EVT_00822,49.1,4,33,12.8,72,20.56,60.1,25.9,10.6,71.3,Heavy_Traffic
EVT_00823,27.0,2,8,50.9,38,21.1,65.1,26.7,7.6,62.3,Free_Flow
EVT_00824,41.4,7,35,13.9,107,16.36,66.2,31.5,42.3,66.6,Incident
EVT_00825,52.0,5,40,30.1,28,9.92,61.9,26.8,69.1,59.7,Heavy_Traffic
EVT_00826,75.4,20,19,12.5,57,9.82,56.1,34.1,65.2,66.1,Heavy_Traffic
EVT_00827,32.2,3,10,46.2,9,11.32,54.1,23.6,95.9,77.4,Free_Flow
EVT_00828,6.9,7,7,51.0,18,10.28,55.0,28.1,62.7,65.1,Low_Activity
EVT_00829,21.5,11,5,32.3,40,15.4,56.1,31.2,76.8,60.0,Heavy_Traffic
EVT_00830,44.0,7,29,22.0,32,8.66,62.9,22.1,49.1,70.0,Heavy_Traffic
EVT_00831,50.8,25,20,43.9,21,14.64,63.4,33.1,73.5,65.5,Pedestrian_Event
EVT_00832,15.6,0,5,44.3,20,6.19,57.3,20.5,20.8,82.6,Low_Activity
EVT_00833,10.9,34,6,35.4,44,13.83,46.2,25.7,63.3,65.6,Free_Flow
EVT_00834,25.7,5,18,35.4,9,11.59,53.6,30.1,98.9,63.5,Low_Activity
EVT_00835,30.1,0,10,42.7,4,12.32,52.9,32.2,63.0,60.9,Free_Flow
EVT_00836,61.0,9,41,29.0,65,9.11,53.8,28.9,70.1,61.2,Heavy_Traffic
EVT_00837,35.9,27,11,37.6,41,16.35,38.9,39.7,23.5,55.4,Pedestrian_Event
EVT_00838,73.6,10,18,15.7,91,18.43,56.4,28.5,24.6,62.9,Heavy_Traffic
EVT_00839,56.3,14,30,26.2,63,9.75,45.7,28.4,80.5,71.7,Incident
EVT_00840,46.4,16,17,26.8,21,10.95,60.9,29.4,80.8,66.9,Free_Flow
EVT_00841,85.6,6,35,32.0,69,17.27,64.5,34.6,38.7,49.2,Heavy_Traffic
EVT_00842,26.4,29,34,35.2,54,12.5,53.4,31.6,76.2,58.4,Pedestrian_Event
EVT_00843,9.8,0,6,39.1,14,19.78,52.0,31.1,13.1,52.2,Free_Flow
EVT_00844,22.9,1,8,32.5,9,21.14,52.1,23.3,33.6,73.7,Low_Activity
EVT_00845,83.7,6,40,0.1,15,18.21,52.1,27.9,23.5,65.2,Incident
EVT_00846,34.6,6,26,39.3,8,13.71,57.6,33.0,72.6,71.6,Heavy_Traffic
EVT_00847,57.3,19,35,13.0,63,16.53,58.6,27.7,71.2,65.3,Heavy_Traffic
EVT_00848,23.0,19,17,51.0,7,20.29,57.3,24.5,25.6,53.8,Low_Activity
EVT_00849,47.5,34,17,29.2,26,7.31,53.3,32.1,31.8,62.1,Pedestrian_Event
EVT_00850,60.6,1,10,17.4,0,4.08,51.1,19.9,7.5,66.1,Incident
EVT_00851,82.7,4,41,36.7,26,7.77,60.2,23.2,62.1,55.5,Heavy_Traffic
